w_R,w_P,w_U,a,b,N,R,P,U,G
0.08,0.42,0.5,0.216,4.5,4.0,0.7412995240264572,0.084328991487344,0.772102903052188,0.1266214411022916
0.08,0.44,0.48,0.212,4.5,4.0,0.7414603042734753,0.0839894238771509,0.7724366352880776,0.12758846939415347
0.08,0.46,0.46,0.2085,4.5,4.0,0.7416355962998452,0.0837220292643689,0.7728185856806142,0.12864281429668714
0.08,0.48,0.44,0.205,4.5,4.0,0.7418415357604391,0.0834806933885203,0.7732797601837079,0.12988302096963555
0.08,0.5,0.42,0.2015,4.5,4.0,0.7420765432751761,0.0832638064028467,0.7738156581825176,0.1313524132616285
0.08,0.52,0.4,0.198,4.5,4.0,0.7423390394639752,0.0830697584605895,0.7744217790622019,0.13293824740299615
0.08,0.54,0.38,0.1945,4.5,4.0,0.7426274449467553,0.0828969397149906,0.7750936222079194,0.13465870267490326
0.08,0.56,0.36,0.191,4.5,4.0,0.7429401803434353,0.0827437403192914,0.775826687004829,0.13652727784158444
0.08,0.58,0.34,0.1875,4.5,4.0,0.7432756662739345,0.0826085504267334,0.7766164728380895,0.138552791150354
0.08,0.6,0.32,0.1839662377425718,4.499999999999999,4.0,0.7436358617456886,0.0824886889072367,0.7774668410041983,0.1407160278794378
0.08,0.62,0.3,0.1805,4.5,4.0,0.7440085722160658,0.0823857597640079,0.7783482051542975,0.1430865025988248
0.08,0.64,0.28,0.1769634488378673,4.5,4.0,0.7444070402636608,0.0822940546920984,0.7792911054479853,0.14556836926661348
0.08,0.66,0.26,0.173,4.5,4.0,0.744873447720138,0.0822052181051798,0.7803945216300611,0.14810952555011397
0.08,0.68,0.24,0.1695,4.5,4.0,0.7453009886371612,0.0821372195065116,0.7814049243056325,0.150788729413603
0.08,0.7,0.22,0.16588218381642,4.5,4.0,0.7457566175905699,0.0820754480370849,0.7824798447606272,0.15365114503960076
0.08,0.72,0.2,0.162,4.5,4.0,0.7462590609743702,0.0820167874679766,0.7836622031123412,0.15650505373178353
0.08,0.74,0.18,0.1583103222776573,4.5,4.0,0.7467476429698581,0.0819663955148984,0.7848081824667084,0.15949577970032788
0.08,0.76,0.16,0.1545,4.5,4.0,0.7472615099317181,0.0819178028558271,0.7860087023522094,0.16246271783380167
0.08,0.78,0.14,0.151,4.5,4.0,0.7477401332692571,0.0818744926279762,0.787121807659729,0.165508397300808
0.08,0.8,0.12,0.1473660252075242,4.5,4.0,0.7482420300823217,0.081829091462508,0.7882830530057936,0.16843003361922992
0.08,0.82,0.1,0.144,4.5,4.0,0.7487099019915049,0.0817850960889371,0.7893593739744208,0.17132718582118775
0.08,0.84,0.08,0.1405913578224029,4.5,4.0,0.7491851446870369,0.0817371364092735,0.7904458026269416,0.17403900780163944
0.08,0.86,0.06,0.1374082563662622,4.5,4.0,0.7496289739501844,0.0816879466720126,0.7914534919463193,0.1766778913073084
0.08,0.88,0.04,0.1345,4.5,4.0,0.7500334746124157,0.0816382332512286,0.7923654417404514,0.17915697224600136
0.08,0.9,0.02,0.1318051488293164,4.5,4.0,0.75040662129727,0.0815872710030319,0.7932007110072895,0.18155822484198575
0.08,0.92,0.0,0.129,4.5,4.0,0.7507925355745504,0.0815284077356939,0.7940579224299444,0.18366207425099032
0.1,0.0,0.9,0.235,3.33375,4.0,0.7348572489762472,0.116438992090166,0.773666856822412,0.1098872783762201
0.1,0.02,0.88,0.235,3.33,4.0,0.734794550430054,0.1165921925511479,0.7737378370486706,0.10941950168901865
0.1,0.04,0.86,0.2365,3.32625,4.0,0.7347349393789702,0.1169678524052768,0.7738041810408488,0.10925508628899634
0.1,0.06,0.84,0.235,3.32625,4.0,0.7347320667009523,0.1167459568316451,0.7738104491134106,0.10895605674238566
0.1,0.08,0.82,0.225,3.345,4.0,0.7351873951446765,0.1146833375083717,0.7738843634105818,0.11242981810535983
0.1,0.1,0.8,0.2172050706795334,3.4314911002273765,4.0,0.7369231949523516,0.1105257188736131,0.7732264041744497,0.1254121895821928
0.1,0.12,0.78,0.215,3.51375,4.0,0.7384389691429475,0.1073969591345174,0.77275101628762,0.1368377022021274
0.1,0.14,0.76,0.2155,3.5925,4.0,0.7397696374321635,0.1048517694847775,0.7725281692165331,0.14678811414478563
0.1,0.16,0.74,0.2125,3.6525,4.0,0.7409092566133811,0.1027487595655459,0.7729408666356331,0.15540490952478148
0.1,0.18,0.72,0.2275993538525749,4.5,4.0,0.7410930681185189,0.0855402191635282,0.7718155183267351,0.1567155474782317
0.1,0.2,0.7,0.2275993538525749,4.5,4.0,0.7410930681185189,0.0855402191635282,0.7718155183267351,0.15671623465078885
0.1,0.22,0.68,0.2275993538525749,4.5,4.0,0.7410930681185189,0.0855402191635282,0.7718155183267351,0.15671692182334604
0.1,0.24,0.66,0.2275993538525749,4.5,4.0,0.7410930681185189,0.0855402191635282,0.7718155183267351,0.1567176089959032
0.1,0.26,0.64,0.2275993538525749,4.5,4.0,0.7410930681185189,0.0855402191635282,0.7718155183267351,0.15671829616846036
0.1,0.28,0.62,0.2275993538525749,4.5,4.0,0.7410930681185189,0.0855402191635282,0.7718155183267351,0.15671898334101753
0.1,0.3,0.6,0.2275993538525749,4.5,4.0,0.7410930681185189,0.0855402191635282,0.7718155183267351,0.15671967051357472
0.1,0.32,0.58,0.2275993538525749,4.5,4.0,0.7410930681185189,0.0855402191635282,0.7718155183267351,0.15672035768613188
0.1,0.34,0.56,0.2275993538525749,4.5,4.0,0.7410930681185189,0.0855402191635282,0.7718155183267351,0.15672104485868904
0.1,0.36,0.54,0.2275993538525749,4.5,4.0,0.7410930681185189,0.0855402191635282,0.7718155183267351,0.15672173203124623
0.1,0.38,0.52,0.2275993538525749,4.5,4.0,0.7410930681185189,0.0855402191635282,0.7718155183267351,0.1567224192038034
0.1,0.4,0.5,0.2275993538525749,4.5,4.0,0.7410930681185189,0.0855402191635282,0.7718155183267351,0.15672310637636055
0.1,0.42,0.48,0.2275993538525749,4.5,4.0,0.7410930681185189,0.0855402191635282,0.7718155183267351,0.15672379354891772
0.1,0.44,0.46,0.2275993538525749,4.5,4.0,0.7410930681185189,0.0855402191635282,0.7718155183267351,0.1567244807214749
0.1,0.46,0.44,0.2265,4.5,4.0,0.7410950351100626,0.0854099231277753,0.7717964224380015,0.15673966969398462
0.1,0.48,0.42,0.223,4.5,4.0,0.741126533961947,0.0850174210944757,0.7718022133327778,0.15697624445862335
0.1,0.5,0.4,0.2195,4.5,4.0,0.7411952233941057,0.0846576471632514,0.7719058737424537,0.15749237725427637
0.1,0.52,0.38,0.2167888933488503,4.5,4.0,0.7412729876725488,0.0844004364559805,0.7720505746124458,0.15809448781963795
0.1,0.54,0.36,0.213557728466282,4.5,4.0,0.7413925572428027,0.0841172336761544,0.7722932984261638,0.15897544447329903
0.1,0.56,0.34,0.2105,4.5,4.0,0.7415315753792396,0.0838715320647344,0.7725903387327802,0.16002016479784043
0.1,0.58,0.32,0.2075261824828214,4.5,4.0,0.7416898858385934,0.0836523338403888,0.7729391375798385,0.1612098249548916
0.1,0.6,0.3,0.205,4.5,4.0,0.7418415357604391,0.0834806933885203,0.7732797601837079,0.1623514263311564
0.1,0.62,0.28,0.202,4.5,4.0,0.742041250956173,0.083293354401716,0.7737346969948827,0.163850075526
0.1,0.64,0.26,0.1990830923766229,4.499999999999999,4.0,0.7422549667458227,0.0831274642206093,0.7742269798718447,0.16545583688424872
0.1,0.66,0.24,0.1965463730082495,4.5,4.0,0.7424557653004529,0.0829954977074822,0.7746930884394302,0.16696448032224895
0.1,0.68,0.22,0.1937321373565153,4.5,4.0,0.7426940273831892,0.0828617054514858,0.7752493631058034,0.16875446809959394
0.1,0.7,0.2,0.191,4.5,4.0,0.7429401803434353,0.0827437403192914,0.775826687004829,0.17065273907609144
0.1,0.72,0.18,0.188,4.5,4.0,0.7432264066824954,0.0826268216604863,0.7765003441512085,0.17275369365729518
0.1,0.74,0.16,0.1853207159819171,4.5,4.0,0.7434953529350458,0.0825327610714616,0.777134901420891,0.17477381938259265
0.1,0.76,0.14,0.1825,4.5,4.0,0.7437912659681379,0.0824434714506984,0.7778342094469356,0.17699636921131023
0.1,0.78,0.12,0.1796571296707944,4.5,4.0,0.7441019313975631,0.0823627444195977,0.77856909649046,0.17934879824688058
0.1,0.8,0.1,0.1769634488378673,4.5,4.0,0.7444070402636608,0.0822940546920984,0.7792911054479853,0.1819486510670988
0.1,0.82,0.08,0.174,4.5,4.0,0.7447539108802396,0.0822263630711165,0.7801118051713232,0.18447825863152303
0.1,0.84,0.06,0.170841388553563,4.5,4.0,0.7451355037050642,0.0821622327906865,0.7810140021506355,0.18709109248838893
0.1,0.86,0.04,0.1679484148027852,4.5,4.0,0.7454947900617335,0.0821097684798885,0.7818624145445495,0.189829082017236
0.1,0.88,0.02,0.165,4.5,4.0,0.7458696365744131,0.0820614995338064,0.7827461052070518,0.19269786371051478
0.1,0.9,0.0,0.162,4.5,4.0,0.7462590609743702,0.0820167874679766,0.7836622031123412,0.19561262742952495
0.12,0.0,0.88,0.2365,3.31125,4.0,0.7344861108042247,0.1175885900867547,0.7741054115254102,0.1285199867979218
0.12,0.02,0.86,0.2355,3.31125,4.0,0.7344841873648688,0.1174398412820804,0.7741115018903243,0.12850540355838247
0.12,0.04,0.84,0.2355,3.3075,4.0,0.7344227525518401,0.1175964534082993,0.7741919621706211,0.12795490032509396
0.12,0.06,0.82,0.2355,3.3075,4.0,0.7344227525518401,0.1175964534082993,0.7741919621706211,0.12795761922124627
0.12,0.08,0.8,0.2355,3.30375,4.0,0.7343615601838452,0.1177536407468721,0.7742741216477149,0.1274093134734329
0.12,0.1,0.78,0.22,3.3525,4.0,0.7354826394556188,0.1138417424731395,0.7741968256612612,0.13751373717532037
0.12,0.12,0.76,0.2172050706795334,3.4314911002273765,4.0,0.7369231949523516,0.1105257188736131,0.7732264041744497,0.1504928147711295
0.12,0.14,0.74,0.2145,3.49875,4.0,0.7382039499912613,0.1078693506797938,0.7728935096491847,0.16204855509595045
0.12,0.16,0.72,0.215,3.56625,4.0,0.7393433015797034,0.1056483989888793,0.7725832580434165,0.1723024481227266
0.12,0.18,0.7,0.215,3.62625,4.0,0.7403604246887387,0.1037565746777432,0.7726260056149525,0.18147007221444492
0.12,0.2,0.68,0.2276073507002146,4.5,4.0,0.7410930679433996,0.0855411794878429,0.7718156945754737,0.18805807074084344
0.12,0.22,0.66,0.2276073507002146,4.5,4.0,0.7410930679433996,0.0855411794878429,0.7718156945754737,0.18805875796103894
0.12,0.24,0.64,0.2276073507002146,4.5,4.0,0.7410930679433996,0.0855411794878429,0.7718156945754737,0.18805944518123446
0.12,0.26,0.62,0.2275993538525749,4.5,4.0,0.7410930681185189,0.0855402191635282,0.7718155183267351,0.18806013238398378
0.12,0.28,0.6,0.2275993538525749,4.5,4.0,0.7410930681185189,0.0855402191635282,0.7718155183267351,0.18806081955654094
0.12,0.3,0.58,0.2275993538525749,4.5,4.0,0.7410930681185189,0.0855402191635282,0.7718155183267351,0.1880615067290981
0.12,0.32,0.56,0.2275993538525749,4.5,4.0,0.7410930681185189,0.0855402191635282,0.7718155183267351,0.18806219390165527
0.12,0.34,0.54,0.2275993538525749,4.5,4.0,0.7410930681185189,0.0855402191635282,0.7718155183267351,0.18806288107421246
0.12,0.36,0.52,0.2275993538525749,4.5,4.0,0.7410930681185189,0.0855402191635282,0.7718155183267351,0.18806356824676962
0.12,0.38,0.5,0.2275993538525749,4.5,4.0,0.7410930681185189,0.0855402191635282,0.7718155183267351,0.18806425541932678
0.12,0.4,0.48,0.2275993538525749,4.5,4.0,0.7410930681185189,0.0855402191635282,0.7718155183267351,0.18806494259188394
0.12,0.42,0.46,0.2275993538525749,4.5,4.0,0.7410930681185189,0.0855402191635282,0.7718155183267351,0.18806562976444113
0.12,0.44,0.44,0.2275993538525749,4.5,4.0,0.7410930681185189,0.0855402191635282,0.7718155183267351,0.1880663169369983
0.12,0.46,0.42,0.2275993538525749,4.5,4.0,0.7410930681185189,0.0855402191635282,0.7718155183267351,0.18806700410955546
0.12,0.48,0.4,0.2275993538525749,4.5,4.0,0.7410930681185189,0.0855402191635282,0.7718155183267351,0.18806769128211265
0.12,0.5,0.38,0.2275993538525749,4.5,4.0,0.7410930681185189,0.0855402191635282,0.7718155183267351,0.1880683784546698
0.12,0.52,0.36,0.2275993538525749,4.5,4.0,0.7410930681185189,0.0855402191635282,0.7718155183267351,0.18806906562722697
0.12,0.54,0.34,0.2275993538525749,4.5,4.0,0.7410930681185189,0.0855402191635282,0.7718155183267351,0.18806975279978413
0.12,0.56,0.32,0.2253158092371337,4.5,4.0,0.7411014316643632,0.0852733607401155,0.7717871478664611,0.18814521430695025
0.12,0.58,0.3,0.2225,4.5,4.0,0.7411341066005205,0.0849640586046812,0.7718111349222238,0.1884397551319753
0.12,0.6,0.28,0.2195,4.5,4.0,0.7411952233941057,0.0846576471632514,0.7719058737424537,0.18899070257476822
0.12,0.62,0.26,0.217,4.5,4.0,0.7412661821419803,0.0844198116454723,0.7720373439514323,0.18963049496878298
0.12,0.64,0.24,0.2145,4.5,4.0,0.7413547342937139,0.0841972661097214,0.7722148111885598,0.1904288818187962
0.12,0.66,0.22,0.212,4.5,4.0,0.7414603042734753,0.0839894238771509,0.7724366352880776,0.1913806581437943
0.12,0.68,0.2,0.2095,4.5,4.0,0.7415823165054332,0.0837956982689129,0.7727011760842273,0.19248061961813748
0.12,0.7,0.18,0.207,4.5,4.0,0.7417201954137563,0.0836155026061596,0.7730067934112503,0.19372356257156165
0.12,0.72,0.16,0.205,4.5,4.0,0.7418415357604391,0.0834806933885203,0.7732797601837079,0.19481983169267728
0.12,0.74,0.14,0.2025,4.5,4.0,0.7420065242351247,0.083323373196943,0.7736551820485917,0.19630462448125857
0.12,0.76,0.12,0.2001076557336187,4.5,4.0,0.7421777631609972,0.0831839658870201,0.7740486206938462,0.1978480878484213
0.12,0.78,0.1,0.198,4.5,4.0,0.7423390394639752,0.0830697584605895,0.7744217790622019,0.19939907673165605
0.12,0.8,0.08,0.1955,4.5,4.0,0.7425424916668714,0.0829442441235061,0.7748952230962732,0.20113532995680947
0.12,0.82,0.06,0.193,4.5,4.0,0.7427585873214777,0.0828289743303597,0.7754005587329704,0.20308280724641073
0.12,0.84,0.04,0.191,4.5,4.0,0.7429401803434353,0.0827437403192914,0.775826687004829,0.20477820031059846
0.12,0.86,0.02,0.1886020407967057,4.5,4.0,0.7431676739673903,0.0826492724800843,0.776361948490445,0.2067692563281884
0.12,0.88,0.0,0.1860507555311304,4.5,4.0,0.7434208692961638,0.0825574656120365,0.7769590448272419,0.20905074004006421
0.14,0.0,0.86,0.2368678323619533,3.2933861079436744,4.0,0.7341958924473323,0.1183953612711328,0.7744973563950415,0.1468882154519928
0.14,0.02,0.84,0.2355,3.2925,4.0,0.7341794843645414,0.1182286730784704,0.7745309109190115,0.14671859893093375
0.14,0.04,0.82,0.236,3.28875,4.0,0.7341193083114647,0.118462146535866,0.7746130217631084,0.1460890666791431
0.14,0.06,0.8,0.2354471603027499,3.286841187725989,4.0,0.7340888293938924,0.1184618275507136,0.7746668708539014,0.14577160053725252
0.14,0.08,0.78,0.236,3.285,4.0,0.7340593006058459,0.1186222385817538,0.7747033527734919,0.14546407225850752
0.14,0.1,0.76,0.2265,3.29625,4.0,0.7343622882882653,0.1168730700652506,0.7748673505760137,0.1486526694529581
0.14,0.12,0.74,0.2195,3.36375,4.0,0.7356876033878073,0.1133434690752761,0.7740309054940713,0.16279215108831252
0.14,0.14,0.72,0.2172050706795334,3.4314911002273765,4.0,0.7369231949523516,0.1105257188736131,0.7732264041744497,0.17557343996006627
0.14,0.16,0.7,0.2155,3.49125,4.0,0.7380271984134902,0.1082189124325236,0.7728359714224715,0.1872309167283117
0.14,0.18,0.68,0.2135,3.54375,4.0,0.7390278643919829,0.1062567007094495,0.7727865919984002,0.19779012135999097
0.14,0.2,0.66,0.216,3.60375,4.0,0.739939436501764,0.1045429861752452,0.7724954756710455,0.20730145752080764
0.14,0.22,0.64,0.2145,3.64875,4.0,0.7407552932255151,0.1030309242897662,0.7727404453560464,0.21593554815328742
0.14,0.24,0.62,0.2276073507002146,4.5,4.0,0.7410930679433996,0.0855411794878429,0.7718156945754737,0.21940128111152943
0.14,0.26,0.6,0.2276073507002146,4.5,4.0,0.7410930679433996,0.0855411794878429,0.7718156945754737,0.21940196833172493
0.14,0.28,0.58,0.2276073507002146,4.5,4.0,0.7410930679433996,0.0855411794878429,0.7718156945754737,0.21940265555192046
0.14,0.3,0.56,0.2276073507002146,4.5,4.0,0.7410930679433996,0.0855411794878429,0.7718156945754737,0.21940334277211596
0.14,0.32,0.54,0.2276073507002146,4.5,4.0,0.7410930679433996,0.0855411794878429,0.7718156945754737,0.21940402999231146
0.14,0.34,0.52,0.2276073507002146,4.5,4.0,0.7410930679433996,0.0855411794878429,0.7718156945754737,0.21940471721250698
0.14,0.36,0.5,0.2276073507002146,4.5,4.0,0.7410930679433996,0.0855411794878429,0.7718156945754737,0.21940540443270248
0.14,0.38,0.48,0.2275993538525749,4.5,4.0,0.7410930681185189,0.0855402191635282,0.7718155183267351,0.21940609163485023
0.14,0.4,0.46,0.2275993538525749,4.5,4.0,0.7410930681185189,0.0855402191635282,0.7718155183267351,0.2194067788074074
0.14,0.42,0.44,0.2275993538525749,4.5,4.0,0.7410930681185189,0.0855402191635282,0.7718155183267351,0.21940746597996455
0.14,0.44,0.42,0.2275993538525749,4.5,4.0,0.7410930681185189,0.0855402191635282,0.7718155183267351,0.2194081531525217
0.14,0.46,0.4,0.2275993538525749,4.5,4.0,0.7410930681185189,0.0855402191635282,0.7718155183267351,0.2194088403250789
0.14,0.48,0.38,0.2275993538525749,4.5,4.0,0.7410930681185189,0.0855402191635282,0.7718155183267351,0.21940952749763606
0.14,0.5,0.36,0.2275993538525749,4.5,4.0,0.7410930681185189,0.0855402191635282,0.7718155183267351,0.21941021467019323
0.14,0.52,0.34,0.2275993538525749,4.5,4.0,0.7410930681185189,0.0855402191635282,0.7718155183267351,0.21941090184275042
0.14,0.54,0.32,0.2275993538525749,4.5,4.0,0.7410930681185189,0.0855402191635282,0.7718155183267351,0.21941158901530758
0.14,0.56,0.3,0.2275993538525749,4.5,4.0,0.7410930681185189,0.0855402191635282,0.7718155183267351,0.21941227618786474
0.14,0.58,0.28,0.2275993538525749,4.5,4.0,0.7410930681185189,0.0855402191635282,0.7718155183267351,0.2194129633604219
0.14,0.6,0.26,0.2275993538525749,4.5,4.0,0.7410930681185189,0.0855402191635282,0.7718155183267351,0.2194136505329791
0.14,0.62,0.24,0.2275993538525749,4.5,4.0,0.7410930681185189,0.0855402191635282,0.7718155183267351,0.21941433770553626
0.14,0.64,0.22,0.2265,4.5,4.0,0.7410950351100626,0.0854099231277753,0.7717964224380015,0.21943537689691348
0.14,0.66,0.2,0.2245,4.5,4.0,0.7411083884132585,0.0851815348602853,0.7717874850719769,0.2195758990596855
0.14,0.68,0.18,0.222,4.5,4.0,0.7411424336259214,0.0849113593419064,0.7718220407273824,0.21993389827154672
0.14,0.7,0.16,0.2195,4.5,4.0,0.7411952233941057,0.0846576471632514,0.7719058737424537,0.22048902789526018
0.14,0.72,0.14,0.2175,4.5,4.0,0.74125056450167,0.0844661367767427,0.7720073176620804,0.22107110354121762
0.14,0.74,0.12,0.2155,4.5,4.0,0.7413172390614106,0.0842844870736246,0.7721384096209395,0.2218598450343048
0.14,0.76,0.1,0.213,4.5,4.0,0.7414160709790606,0.0840708339212437,0.7723426877953922,0.22281158575154283
0.14,0.78,0.08,0.211,4.5,4.0,0.7415071683282415,0.0839102724929512,0.7725374174522242,0.22376957212767204
0.14,0.8,0.06,0.2090869910496498,4.5,4.0,0.7416040159126189,0.0837650120464351,0.7727488766284292,0.2247879969440481
0.14,0.82,0.04,0.207,4.5,4.0,0.7417201954137563,0.0836155026061596,0.7730067934112503,0.22600960901459044
0.14,0.84,0.02,0.205,4.5,4.0,0.7418415357604391,0.0834806933885203,0.7732797601837079,0.22728823705419812
0.14,0.86,0.0,0.203,4.5,4.0,0.741972367716638,0.0833538674819585,0.7735771264649707,0.2287334185415219
0.16,0.0,0.84,0.236,3.2775,4.0,0.7339401000749851,0.1189441843932836,0.7748893260255199,0.16479817685084727
0.16,0.02,0.82,0.238,3.27375,4.0,0.7338870404343528,0.1194101504075166,0.774968558146401,0.16428873311787945
0.16,0.04,0.8,0.2351479143553826,3.2726600008360167,4.0,0.7338649402587231,0.1190276374646132,0.7750298142626246,0.16390120402979078
0.16,0.06,0.78,0.236,3.27,4.0,0.7338220171276117,0.1192684918589891,0.7750824580253846,0.16338845088311577
0.16,0.08,0.76,0.236,3.26625,4.0,0.7337634064013522,0.1194315359725967,0.775181737470564,0.1626874115264457
0.16,0.1,0.74,0.2375,3.2625,4.0,0.733707619950732,0.1198220126380698,0.7752629804296883,0.16202030718212224
0.16,0.12,0.72,0.222,3.3075,4.0,0.7346831154077051,0.1158917415731838,0.7749992038344996,0.17391614047144066
0.16,0.14,0.7,0.2185,3.37125,4.0,0.7358537906446458,0.112948960197293,0.774001290261514,0.1879133165873435
0.16,0.16,0.68,0.2172050706795334,3.4314911002273765,4.0,0.7369231949523516,0.1105257188736131,0.7732264041744497,0.20065406514900297
0.16,0.18,0.66,0.2155,3.48375,4.0,0.737897804591963,0.1084818829465985,0.7728911811978406,0.21236496364827717
0.16,0.2,0.64,0.2145,3.5325,4.0,0.7387859696954755,0.1067181597944854,0.7727187348514011,0.22312191190973113
0.16,0.22,0.62,0.2135,3.5775,4.0,0.7396056186794268,0.1051551041643526,0.7727224435835228,0.23292902148255265
0.16,0.24,0.6,0.215,3.62625,4.0,0.7403604246887387,0.1037565746777432,0.7726260056149525,0.24195833494711108
0.16,0.26,0.58,0.2135,3.66375,4.0,0.7410453239809632,0.1024983896184254,0.7728904866506384,0.25019004711839105
0.16,0.28,0.56,0.2276073507002146,4.5,4.0,0.7410930679433996,0.0855411794878429,0.7718156945754737,0.25074449148221534
0.16,0.3,0.54,0.2276073507002146,4.5,4.0,0.7410930679433996,0.0855411794878429,0.7718156945754737,0.25074517870241086
0.16,0.32,0.52,0.2276073507002146,4.5,4.0,0.7410930679433996,0.0855411794878429,0.7718156945754737,0.2507458659226064
0.16,0.34,0.5,0.2276073507002146,4.5,4.0,0.7410930679433996,0.0855411794878429,0.7718156945754737,0.2507465531428019
0.16,0.36,0.48,0.2276073507002146,4.5,4.0,0.7410930679433996,0.0855411794878429,0.7718156945754737,0.2507472403629974
0.16,0.38,0.46,0.2276073507002146,4.5,4.0,0.7410930679433996,0.0855411794878429,0.7718156945754737,0.2507479275831929
0.16,0.4,0.44,0.2276073507002146,4.5,4.0,0.7410930679433996,0.0855411794878429,0.7718156945754737,0.25074861480338845
0.16,0.42,0.42,0.2276073507002146,4.5,4.0,0.7410930679433996,0.0855411794878429,0.7718156945754737,0.2507493020235839
0.16,0.44,0.4,0.2276073507002146,4.5,4.0,0.7410930679433996,0.0855411794878429,0.7718156945754737,0.25074998924377945
0.16,0.46,0.38,0.2276073507002146,4.5,4.0,0.7410930679433996,0.0855411794878429,0.7718156945754737,0.250750676463975
0.16,0.48,0.36,0.2276073507002146,4.5,4.0,0.7410930679433996,0.0855411794878429,0.7718156945754737,0.25075136368417045
0.16,0.5,0.34,0.2275993538525749,4.5,4.0,0.7410930681185189,0.0855402191635282,0.7718155183267351,0.2507520508857166
0.16,0.52,0.32,0.2275993538525749,4.5,4.0,0.7410930681185189,0.0855402191635282,0.7718155183267351,0.25075273805827375
0.16,0.54,0.3,0.2275993538525749,4.5,4.0,0.7410930681185189,0.0855402191635282,0.7718155183267351,0.25075342523083094
0.16,0.56,0.28,0.2275993538525749,4.5,4.0,0.7410930681185189,0.0855402191635282,0.7718155183267351,0.25075411240338813
0.16,0.58,0.26,0.2275993538525749,4.5,4.0,0.7410930681185189,0.0855402191635282,0.7718155183267351,0.25075479957594526
0.16,0.6,0.24,0.2275993538525749,4.5,4.0,0.7410930681185189,0.0855402191635282,0.7718155183267351,0.25075548674850245
0.16,0.62,0.22,0.2275993538525749,4.5,4.0,0.7410930681185189,0.0855402191635282,0.7718155183267351,0.25075617392105964
0.16,0.64,0.2,0.2275993538525749,4.5,4.0,0.7410930681185189,0.0855402191635282,0.7718155183267351,0.2507568610936168
0.16,0.66,0.18,0.2275993538525749,4.5,4.0,0.7410930681185189,0.0855402191635282,0.7718155183267351,0.25075754826617397
0.16,0.68,0.16,0.2275993538525749,4.5,4.0,0.7410930681185189,0.0855402191635282,0.7718155183267351,0.25075823543873116
0.16,0.7,0.14,0.2275993538525749,4.5,4.0,0.7410930681185189,0.0855402191635282,0.7718155183267351,0.2507589226112883
0.16,0.72,0.12,0.2275993538525749,4.5,4.0,0.7410930681185189,0.0855402191635282,0.7718155183267351,0.2507596097838455
0.16,0.74,0.1,0.226,4.5,4.0,0.7410971981118571,0.0853517866327808,0.7717910871203287,0.25080940228208676
0.16,0.76,0.08,0.2235,4.5,4.0,0.7411197203148079,0.0850714515047207,0.7717952890803707,0.251079942219733
0.16,0.78,0.06,0.2215,4.5,4.0,0.7411515104335431,0.0848593186127206,0.7718349176269277,0.25146201413602315
0.16,0.8,0.04,0.2195,4.5,4.0,0.7411952233941057,0.0846576471632514,0.7719058737424537,0.25198735321575205
0.16,0.82,0.02,0.217931814223246,4.5,4.0,0.7412376465258322,0.0845066402623834,0.7719828768120054,0.25249729780172825
0.16,0.84,0.0,0.216,4.5,4.0,0.7412995240264572,0.084328991487344,0.772102903052188,0.2532408912164643
0.18,0.0,0.82,0.2364597604649956,3.261264810727709,4.0,0.733685954596876,0.1197179443344572,0.7753084433815998,0.18196201707285523
0.18,0.02,0.8,0.2365,3.25875,4.0,0.7336470434649842,0.1198342004380699,0.7753767040187686,0.1814390835495689
0.18,0.04,0.78,0.238,3.255,4.0,0.7335934689846619,0.1202283634535977,0.775463869342735,0.18071805718927422
0.18,0.06,0.76,0.2365,3.255,4.0,0.7335892263043061,0.1199990385582977,0.7754809758280666,0.18066348466347049
0.18,0.08,0.74,0.2365,3.25125,4.0,0.7335317161674424,0.1201644784849082,0.7755871046826395,0.1798893103585708
0.18,0.1,0.72,0.2365,3.2475,4.0,0.7334745177158408,0.120330522122077,0.7756951021484104,0.1791193555809524
0.18,0.12,0.7,0.226,3.2625,4.0,0.733857833792478,0.1182653878062238,0.7758410856901898,0.18430366698895737
0.18,0.14,0.68,0.221,3.3225,4.0,0.7349587827609784,0.115163398231814,0.7747422257896021,0.19918986949627818
0.18,0.16,0.66,0.2185,3.37875,4.0,0.7359779663440151,0.112655200624131,0.7738669779205842,0.21304640074001224
0.18,0.18,0.64,0.2172050706795334,3.4314911002273765,4.0,0.7369231949523516,0.1105257188736131,0.7732264041744497,0.22573469033793972
0.18,0.2,0.62,0.215,3.47625,4.0,0.7377922758809409,0.1087022424185377,0.7730065847217674,0.23755279977472735
0.18,0.22,0.6,0.213,3.5175,4.0,0.7386016569025148,0.1070968592471705,0.7729527708795605,0.2484640174530626
0.18,0.24,0.58,0.215,3.56625,4.0,0.7393433015797034,0.1056483989888793,0.7725832580434165,0.25845116472783997
0.18,0.26,0.56,0.214,3.60375,4.0,0.7400273156380568,0.1043657708812923,0.7726773628082099,0.26781568452857407
0.18,0.28,0.54,0.215,3.645,4.0,0.7406718330944597,0.1031875167413254,0.7726835706953681,0.27641964420982673
0.18,0.3,0.52,0.2276073507002146,4.5,4.0,0.7410930679433996,0.0855411794878429,0.7718156945754737,0.2820870146327058
0.18,0.32,0.5,0.2276073507002146,4.5,4.0,0.7410930679433996,0.0855411794878429,0.7718156945754737,0.28208770185290133
