a,b,N,R,P,U
0.184,4.5,4.0,0.7436323233581716,0.08248976019055847,0.7774584790928594
0.1845,4.5,4.0,0.7435801360129382,0.08250578717830306,0.7773351658936102
0.185,4.5,4.0,0.7435283531044269,0.08252212069232792,0.7772128396892924
0.1855,4.5,4.0,0.7434769792372443,0.08253876542606381,0.7770915136012324
0.186,4.5,4.0,0.7434260190159971,0.08255572607294154,0.776971200750756
0.1865,4.5,4.0,0.7433754770452919,0.08257300732639186,0.7768519142591893
0.187,4.5,4.0,0.7433253579297355,0.08259061387984559,0.7767336672478584
0.1875,4.5,4.0,0.7432756662739345,0.08260855042673348,0.7766164728380895
0.188,4.5,4.0,0.7432264066824954,0.08262682166048635,0.7765003441512085
0.1885,4.5,4.0,0.743177583760025,0.08264543227453494,0.7763852943085414
0.189,4.5,4.0,0.7431292021111299,0.08266438696231007,0.7762713364314145
0.1895,4.5,4.0,0.7430812663404167,0.0826836904172425,0.7761584836411538
0.19,4.5,4.0,0.7430337810524921,0.082703347332763,0.7760467490590852
0.1905,4.5,4.0,0.7429867508519628,0.08272336240230238,0.775936145806535
0.191,4.5,4.0,0.7429401803434353,0.08274374031929141,0.775826687004829
0.1915,4.5,4.0,0.7428940741315164,0.08276448577716088,0.7757183857752936
0.192,4.5,4.0,0.7428484368208128,0.08278560346934156,0.7756112552392547
0.1925,4.5,4.0,0.742803273015931,0.08280709808926424,0.7755053085180382
0.193,4.5,4.0,0.7427585873214777,0.08282897433035971,0.7754005587329704
0.1935,4.5,4.0,0.7427143843420595,0.08285123688605875,0.7752970190053773
0.194,4.5,4.0,0.7426706686822832,0.08287389044979213,0.775194702456585
0.1945,4.5,4.0,0.7426274449467553,0.08289693971499065,0.7750936222079194
0.195,4.5,4.0,0.7425847177400824,0.08292038937508506,0.7749937913807068
0.1955,4.5,4.0,0.7425424916668714,0.08294424412350618,0.7748952230962732
0.196,4.5,4.0,0.7425007713317288,0.08296850865368477,0.7747979304759446
0.1965,4.5,4.0,0.7424595613392612,0.08299318765905164,0.7747019266410471
0.197,4.5,4.0,0.7424188662940752,0.08301828583303753,0.7746072247129068
0.1975,4.5,4.0,0.7423786908007777,0.08304380786907326,0.7745138378128497
0.198,4.5,4.0,0.7423390394639752,0.08306975846058959,0.7744217790622019
0.1985,4.5,4.0,0.7422999168882742,0.08309614230101732,0.7743310615822895
0.199,4.5,4.0,0.7422613276782817,0.08312296408378722,0.7742416984944385
0.1995,4.5,4.0,0.7422232764386041,0.08315022850233006,0.774153702919975
0.2,4.5,4.0,0.742185767773848,0.08317794025007666,0.7740670879802252
