weight_id,w_R,w_P,w_U,a,b,N,R,P,U,score,optimizer_success,optimizer_method
181,0.55,0.25,0.2,0.20172854407635868,3.627781934784564,10.0,0.7289960587202241,0.12509969693545384,0.8072038165794034,0.4460409896639924,True,SLSQP
182,0.55,0.3,0.15,0.18093879365633833,3.615186324555251,10.0,0.7318590040228142,0.12008716260778411,0.8089968018840735,0.4805579559453195,True,SLSQP
183,0.55,0.35,0.1,0.18110821920812845,3.6790419886381653,10.0,0.733230183791525,0.11824523725851796,0.8093573072165938,0.5371906152494103,True,SLSQP
184,0.55,0.4,0.05,0.2386661124095037,4.5,8.0,0.733557001674486,0.11389773676143403,0.8133558550069363,0.5506810636830503,True,SLSQP
185,0.55,0.45,0.0,0.23964976370906343,4.5,6.0,0.7339261971915462,0.10157711188271147,0.7911059591579637,0.5659048367781628,True,SLSQP
186,0.6,0.0,0.4,0.2377232182315835,3.222448189510897,6.0,0.7304306786427611,0.13631506392541168,0.7900444626785506,0.4598377761285279,True,SLSQP
187,0.6,0.05,0.35,0.2383160110983997,3.1682781332959324,6.0,0.7300946199346122,0.13903314174892598,0.7919654964421552,0.4447044026930889,True,SLSQP
188,0.6,0.1,0.3,0.23866523000856787,3.1063163151837063,6.0,0.729837706531894,0.14222054409222795,0.7947156985595357,0.43313894391934255,True,SLSQP
189,0.6,0.15,0.25,0.23881668181388546,3.0393072362924354,6.0,0.7297367942536759,0.14581564548986747,0.7984203576046454,0.4286042883027092,True,SLSQP
190,0.6,0.2,0.2,0.21728448053670227,3.3746466887982565,8.0,0.7298170236589744,0.13546416924719445,0.8061062147420046,0.432226000271345,True,SLSQP
191,0.6,0.25,0.15,0.18668758650111666,3.5594312032500204,10.0,0.7297380339609943,0.12318773101997733,0.8083017725706839,0.4286575170655782,True,SLSQP
192,0.6,0.3,0.1,0.1843298969166147,3.6080597998024353,10.0,0.7311331147588975,0.12109282023583709,0.8086001693809329,0.4915169479444633,True,SLSQP
193,0.6,0.35,0.05,0.18229189878467733,3.652567091007634,10.0,0.7324394331881026,0.11928216057604339,0.8090322809009756,0.5503760665488524,True,SLSQP
194,0.6,0.4,0.0,0.1805346690165367,3.694176102489857,10.0,0.7336690846288243,0.11768662696748115,0.8095539997144953,0.6057798372309465,True,SLSQP
195,0.65,0.0,0.35,0.23856654809636454,3.1361805049414455,6.0,0.7299433951733166,0.14068049847731054,0.7933120483095537,0.4743676694662806,True,SLSQP
196,0.65,0.05,0.3,0.23883197642201479,3.073372853896851,6.0,0.72976357449653,0.14398535272161325,0.7964348519306835,0.46560090218837674,True,SLSQP
197,0.65,0.1,0.25,0.23881711252399757,3.0392980077815848,6.0,0.7297367942293428,0.14581626807375836,0.798420900842487,0.46430196403568197,True,SLSQP
198,0.65,0.15,0.2,0.2329509547141347,3.356394639743315,8.0,0.7290409273371052,0.14111741835918978,0.8059573234004659,0.4303433085263703,True,SLSQP
199,0.65,0.2,0.15,0.19119527122139068,3.4926567399134267,10.0,0.7277507224396599,0.12654538567014445,0.8081153945105366,0.36735235901290747,True,SLSQP
200,0.65,0.25,0.1,0.1873578483601849,3.5367246472326817,10.0,0.72917473097291,0.12409161984332207,0.8082813713320164,0.43686328923699586,True,SLSQP
201,0.65,0.3,0.05,0.18548858090874812,3.587093372431597,10.0,0.7305011281845989,0.12201894084946915,0.8084310934327562,0.5016085768074622,True,SLSQP
202,0.65,0.35,0.0,0.18299841013229665,3.626261533468243,10.0,0.7317463281453854,0.12022698965790277,0.8088119381225832,0.5623895969470477,True,SLSQP
203,0.7,0.0,0.3,0.2388264908654197,3.0419750102895753,6.0,0.7297369695876885,0.14567255378797717,0.7982568161519187,0.5000042478130875,True,SLSQP
204,0.7,0.05,0.25,0.2388174820303809,3.039290023658107,6.0,0.7297367942118016,0.14581680585729476,0.7984213710076833,0.4999996395862005,True,SLSQP
205,0.7,0.1,0.2,0.21700027957622928,3.536142175986931,10.0,0.7257106648342937,0.13292197008298734,0.8064618079889121,0.4366665866069955,True,SLSQP
206,0.7,0.15,0.15,0.21700075710057198,3.536124501165822,10.0,0.7257103118150736,0.13292272304211353,0.8064618081282767,0.3275226566296092,True,SLSQP
207,0.7,0.2,0.1,0.1911733038726571,3.469557622778188,10.0,0.7273239469668702,0.12734516485124323,0.8083214126564913,0.37315770580019514,True,SLSQP
208,0.7,0.25,0.05,0.18904299956766882,3.5245345410630167,10.0,0.7286780591092088,0.12491546168467745,0.8081495781508397,0.4443413347798636,True,SLSQP
209,0.7,0.3,0.0,0.18655563911363374,3.568424820886077,10.0,0.7299433023574198,0.12286735710595785,0.8083088514411273,0.510852610208567,True,SLSQP
210,0.75,0.0,0.25,0.23118804231831183,3.409466137560486,8.0,0.7295790530681613,0.1384280656767296,0.8052545919714836,0.5268230010295379,True,SLSQP
211,0.75,0.05,0.2,0.2170020434702963,3.5361285423176456,10.0,0.7257102891253523,0.1329230442074548,0.8064618081280152,0.43665830512807874,True,SLSQP
212,0.75,0.1,0.15,0.2170031067259502,3.536106395073418,10.0,0.725709812347206,0.1329241520544327,0.8064618083473868,0.32751437482620593,True,SLSQP
213,0.75,0.15,0.1,0.19715918000880905,3.4129194790535946,10.0,0.7255496589963718,0.13100922405871746,0.8084493032625814,0.29986014806266037,True,Powell_retry
214,0.75,0.2,0.05,0.1933803209148433,3.4654058255901794,10.0,0.7269444582511015,0.12807045675522183,0.808134922746193,0.3784210697952929,True,SLSQP
215,0.75,0.25,0.0,0.18979280518404382,3.5075809394003477,10.0,0.7282373141303797,0.12567550477117756,0.808159869127539,0.451239461930132,True,SLSQP
216,0.8,0.0,0.2,0.21700380814902276,3.5361148764042616,10.0,0.7257099127949476,0.132924119694396,0.8064618082940916,0.43665002331241165,True,SLSQP
217,0.8,0.05,0.15,0.217159696545486,3.5349400043828956,10.0,0.7256773126040125,0.13301813244051483,0.8064619254582043,0.32750702060075,True,SLSQP
218,0.8,0.1,0.1,0.21839264246803533,3.435655902724345,10.0,0.7239112374225293,0.13691488354789327,0.806945624535285,0.2213988258349779,True,SLSQP
219,0.8,0.15,0.05,0.19839846403851383,3.4052432465326445,10.0,0.72527472321326,0.13164516041329594,0.8084560938433276,0.30331740018616427,True,SLSQP
220,0.8,0.2,0.0,0.19439075113355972,3.454059449093991,10.0,0.7266062685076595,0.12874504473499476,0.8081570468616118,0.38331578394670285,True,SLSQP
221,0.85,0.0,0.15,0.2183145147862039,3.521640500830712,10.0,0.7253584289083125,0.1338730551654754,0.80647355937003,0.32760654128569605,True,SLSQP
222,0.85,0.05,0.1,0.22444431891999747,3.4425090330520227,10.0,0.723693754236172,0.1389207553371744,0.8069378657477692,0.2213392715599743,True,SLSQP
223,0.85,0.1,0.05,0.2033381493019662,3.3320408850642114,10.0,0.7236393765634318,0.13594947944074215,0.8095508633138758,0.21786806509572668,True,Powell_retry
224,0.85,0.15,0.0,0.19867652800586497,3.3918498832886117,10.0,0.725027945542943,0.13223208714996337,0.8086661028904181,0.3065073177348245,True,SLSQP
225,0.9,0.0,0.1,0.22480581492806548,3.431696846327552,10.0,0.7235109873594525,0.1394560393896288,0.8070433888618791,0.2219922624826859,True,SLSQP
226,0.9,0.05,0.05,0.21630248404438948,3.285996802860168,10.0,0.7220032650801956,0.14208373008557923,0.8099292355469785,0.12009342406927508,True,SLSQP
227,0.9,0.1,0.0,0.2042933327423236,3.3270333763500606,10.0,0.7234763016578356,0.13644209820033898,0.8095957122383695,0.2196475427965515,True,SLSQP
228,0.95,0.0,0.05,0.2297369812700221,3.321917273381824,10.0,0.7218646890299407,0.1456945619822635,0.8089041827312052,0.1168543245743034,True,SLSQP
229,0.95,0.05,0.0,0.2117563035007741,3.2478403521162944,10.0,0.7219124210879573,0.14218207163451563,0.8114721337985125,0.12026022307731037,True,SLSQP
230,1.0,0.0,0.0,0.232,3.0675,10.0,0.720227030892114,0.15852451715294014,0.8194244009976133,0.0,True,SLSQP
