seed,N,generation,min_R,min_P,min_U
202614,8,31,0.7278121847438953,0.0886106334225494,0.8046846567090256
202614,8,41,0.7278121847438953,0.0886106334225494,0.8046846567090256
202614,8,50,0.7278119124952894,0.0886106334225494,0.8046839223034219
202614,10,1,0.7203722878850048,0.09126427861844522,0.806674655229711
202614,10,11,0.7202335000498428,0.08846360771333533,0.8064644734383057
202614,10,21,0.7202325028533098,0.08846360771333533,0.8064644734383057
202614,10,31,0.7202325028533098,0.08846360771333533,0.8064644734383057
202614,10,41,0.7202281637806206,0.08846360771333533,0.8064636884502334
202614,10,50,0.7202281637806206,0.08846360771333533,0.8064629102855868
202615,2,1,0.7388002694915222,0.07772749997987019,0.784734614351262
202615,2,11,0.7357866365975968,0.07611973222363985,0.7790778815347156
202615,2,21,0.7357866365975968,0.0760397926383439,0.7790306491903607
202615,2,31,0.7357866365975968,0.0760397926383439,0.7790282762259234
202615,2,41,0.7357866304759068,0.0760397926383439,0.7790229286794036
202615,2,50,0.7357866304759068,0.0760397926383439,0.7790229107529301
202615,4,1,0.7311341901812722,0.08066462999023816,0.771861863997392
202615,4,11,0.7305863150563385,0.0803730898653527,0.7717890632640345
202615,4,21,0.7305861440784616,0.0803730898653527,0.7717880347526926
202615,4,31,0.7305861440784616,0.0803730898653527,0.771786648919888
202615,4,41,0.7305861440784616,0.0803730898653527,0.771786648919888
202615,4,50,0.7305861440784616,0.0803730898653527,0.771786648919888
202615,6,1,0.7297550199492282,0.08876124599287377,0.7859521212991565
202615,6,11,0.7297369884643663,0.08423031629596314,0.7857735991243343
202615,6,21,0.7297369884643663,0.08423031629596314,0.7857735991243343
202615,6,31,0.7297369884643663,0.08423031629596314,0.7857735991243343
202615,6,41,0.7297368123870966,0.08423031629596314,0.7857735991243343
202615,6,50,0.7297368123870966,0.08423031629596314,0.7857733034106268
202615,8,1,0.728078256298905,0.09065909684947593,0.8051088568588236
202615,8,11,0.7278187705541215,0.0886106334225494,0.8046842623960792
202615,8,21,0.7278136573474351,0.0886106334225494,0.8046842623960792
202615,8,31,0.7278133492133818,0.0886106334225494,0.8046837707288066
202615,8,41,0.7278133492133818,0.0886106334225494,0.8046837707288066
202615,8,50,0.7278133492133818,0.0886106334225494,0.8046837707288066
202615,10,1,0.7205172659917866,0.09110107884290841,0.8076421613974472
202615,10,11,0.7202348162959997,0.08846360771333533,0.8067733867165922
202615,10,21,0.7202278856331537,0.08846360771333533,0.8064651484640373
202615,10,31,0.7202277525758203,0.08846360771333533,0.8064619460745918
202615,10,41,0.7202273530300044,0.08846360771333533,0.8064619460745918
202615,10,50,0.7202273486831974,0.08846360771333533,0.8064619460745918
202616,2,1,0.7370403372895891,0.07654417067842928,0.7811780719977386
202616,2,11,0.735786760132237,0.07604127232149316,0.7790305081787702
202616,2,21,0.7357866295116583,0.0760412043406916,0.7790229220885747
202616,2,31,0.7357866295116583,0.0760398043417164,0.7790228862972064
202616,2,41,0.7357866295116583,0.07603979170874817,0.7790228763513747
202616,2,50,0.7357866295116583,0.07603979170874817,0.7790228763513747
202616,4,1,0.7306204617120974,0.08182195548186576,0.7721659594606346
202616,4,11,0.7305861455909234,0.0803730898653527,0.771831076129596
202616,4,21,0.7305861440771418,0.0803730898653527,0.7718055567676773
202616,4,31,0.7305861440771418,0.0803730898653527,0.7717870800931174
202616,4,41,0.7305861440771418,0.0803730898653527,0.7717866253653763
202616,4,50,0.7305861440771418,0.0803730898653527,0.7717866253653763
202616,6,1,0.7306232371118564,0.0867813497296582,0.7860170576735828
202616,6,11,0.7297383598825332,0.08423031629596314,0.7857729689159181
202616,6,21,0.7297383598825332,0.08423031629596314,0.7857729689159181
202616,6,31,0.7297375746596971,0.08423031629596314,0.7857729689159181
202616,6,41,0.7297369560578266,0.08423031629596314,0.7857729207744599
202616,6,50,0.7297368600045574,0.08423031629596314,0.7857729207744599
202616,8,1,0.7279226511622346,0.09151591191272757,0.804731996658091
202616,8,11,0.7278161204640342,0.0886106334225494,0.8046908967092006
202616,8,21,0.727815590628246,0.0886106334225494,0.8046843185665923
202616,8,31,0.7278115252159962,0.0886106334225494,0.8046843185665923
202616,8,41,0.7278114536861479,0.0886106334225494,0.8046843185665923
202616,8,50,0.7278113211119116,0.0886106334225494,0.8046834299317881
202616,10,1,0.7217227612333217,0.09049741554329002,0.8066675375207238
202616,10,11,0.7202294834474845,0.08846360771333533,0.8064769229736294
202616,10,21,0.7202284416139175,0.08846360771333533,0.8064637224075529
202616,10,31,0.7202284416139175,0.08846360771333533,0.8064625945191846
202616,10,41,0.7202284416139175,0.08846360771333533,0.8064625945191846
202616,10,50,0.7202271730666027,0.08846360771333533,0.8064625945191846
202617,2,1,0.7365848613362969,0.0767409168707934,0.7806582784342978
202617,2,11,0.735786660610332,0.07603996555286767,0.7791755440780174
202617,2,21,0.7357866403854106,0.07603979309317407,0.7790230834339009
202617,2,31,0.7357866371465951,0.07603979309317407,0.7790228741623193
202617,2,41,0.7357866333899833,0.07603979169839392,0.7790228741623193
202617,2,50,0.7357866333899833,0.07603979169009167,0.7790228731817824
202617,4,1,0.73167667082134,0.08141114206702148,0.771931102947707
202617,4,11,0.7305871882336836,0.0803730898653527,0.7717871047465277
202617,4,21,0.7305861445364311,0.0803730898653527,0.7717867500737664
202617,4,31,0.7305861445364311,0.0803730898653527,0.7717866523709572
202617,4,41,0.7305861445364311,0.0803730898653527,0.7717866370035708
202617,4,50,0.7305861444017167,0.0803730898653527,0.7717866306474852
202617,6,1,0.7298769011259384,0.08620827755361803,0.7877361741755802
202617,6,11,0.7297417395006297,0.08423031629596314,0.7857786171640986
202617,6,21,0.729738242498811,0.08423031629596314,0.7857734446552452
202617,6,31,0.7297379263835034,0.08423031629596314,0.7857730438544694
202617,6,41,0.7297379263835034,0.08423031629596314,0.7857730438544694
202617,6,50,0.7297377055950829,0.08423031629596314,0.7857730438544694
202617,8,1,0.7279754739092261,0.0918412995904177,0.8047390477934548
202617,8,11,0.7278136934137617,0.0886106334225494,0.8047087700574919
202617,8,21,0.727812088815861,0.0886106334225494,0.8046886480893153
202617,8,31,0.727812088815861,0.0886106334225494,0.8046851891239561
202617,8,41,0.727812088815861,0.0886106334225494,0.8046851891239561
202617,8,50,0.727812088815861,0.0886106334225494,0.8046851891239561
202617,10,1,0.7203618143384377,0.09577210934838255,0.8072655164258061
202617,10,11,0.7202492842180915,0.08846360771333533,0.8066471374882332
202617,10,21,0.7202307646388203,0.08846360771333533,0.8064669353236423
202617,10,31,0.720227150283913,0.08846360771333533,0.8064669353236423
202617,10,41,0.720227150283913,0.08846360771333533,0.8064669353236423
202617,10,50,0.720227150283913,0.08846360771333533,0.8064669353236423
202618,2,1,0.7382233132909872,0.07755529433128767,0.7825061364272284
202618,2,11,0.7357866318916764,0.07603980808395844,0.7790234729712028
202618,2,21,0.7357866318916764,0.07603979525271834,0.7790234729712028
202618,2,31,0.7357866318916764,0.07603979359282537,0.7790234080131528
202618,2,41,0.7357866318916764,0.07603979359282537,0.7790229893583595
202618,2,50,0.7357866296817497,0.07603979169326178,0.7790229893583595
202618,4,1,0.731083293506456,0.08109354760037898,0.7718967609963205
202618,4,11,0.7305870321030958,0.0803730898653527,0.7717866679793761
202618,4,21,0.7305864813379249,0.0803730898653527,0.7717866354156004
202618,4,31,0.7305864813379249,0.0803730898653527,0.7717866323836967
202618,4,41,0.7305861440955966,0.0803730898653527,0.7717866323836967
202618,4,50,0.7305861440955966,0.0803730898653527,0.7717866323836967
202618,6,1,0.7298696519348523,0.09130402648613195,0.7862830127083067
202618,6,11,0.7297432850907617,0.08423031629596314,0.785785199700072
202618,6,21,0.7297393221787327,0.08423031629596314,0.7857748022692683
202618,6,31,0.7297393221787327,0.08423031629596314,0.7857744795984056
202618,6,41,0.7297371632025403,0.08423031629596314,0.7857744795984056
202618,6,50,0.7297371632025403,0.08423031629596314,0.7857744795984056
202618,8,1,0.7281285574155274,0.09312556065964545,0.8060895508626224
202618,8,11,0.7278124951803815,0.0886106334225494,0.804724772784108
202618,8,21,0.7278119237320784,0.0886106334225494,0.8047241854551432
202618,8,31,0.7278119237320784,0.0886106334225494,0.8047060231178702
202618,8,41,0.7278113149409684,0.0886106334225494,0.8046882306152686
202618,8,50,0.7278113149409684,0.0886106334225494,0.8046882306152686
202618,10,1,0.7212721092810507,0.09102780923889463,0.80691142239109
202618,10,11,0.7202312695695727,0.08846360771333533,0.8065472607687929
202618,10,21,0.7202274592063752,0.08846360771333533,0.8064765797905074
202618,10,31,0.7202274592063752,0.08846360771333533,0.8064627029728891
202618,10,41,0.7202274302598578,0.08846360771333533,0.8064627029728891
202618,10,50,0.7202273636734258,0.08846360771333533,0.8064621707970288
202619,2,1,0.7384706576999627,0.07858837634646351,0.783517494686686
202619,2,11,0.7357892729754072,0.07603986229918214,0.7790228966481294
202619,2,21,0.7357866686173582,0.0760397989142603,0.7790228733953318
202619,2,31,0.7357866296710818,0.0760397989142603,0.7790228733953318
202619,2,41,0.7357866296710818,0.07603979230470992,0.7790228733953318
202619,2,50,0.7357866296710818,0.07603979230470992,0.7790228733617733
202619,4,1,0.7317801598441922,0.08162975759735178,0.7717897587726137
202619,4,11,0.7305861445621102,0.0803730898653527,0.7717867673064036
202619,4,21,0.7305861445621102,0.0803730898653527,0.7717866298188231
202619,4,31,0.7305861445621102,0.0803730898653527,0.7717866266432215
202619,4,41,0.7305861445621102,0.0803730898653527,0.7717866247744017
202619,4,50,0.7305861445621102,0.0803730898653527,0.7717866247744017
202619,6,1,0.7297680413157772,0.08548037411966497,0.7862596979964579
202619,6,11,0.7297375989158522,0.08423031629596314,0.7858044970049165
202619,6,21,0.7297375989158522,0.08423031629596314,0.7857729160161554
202619,6,31,0.7297375989158522,0.08423031629596314,0.7857729160161554
202619,6,41,0.7297369819267975,0.08423031629596314,0.7857729160161554
202619,6,50,0.7297369819267975,0.08423031629596314,0.7857729160161554
202619,8,1,0.7282453786976005,0.09128010818748163,0.8048782979081218
202619,8,11,0.727822083928723,0.0886106334225494,0.8046854797513816
202619,8,21,0.7278114147478488,0.0886106334225494,0.8046835877647405
202619,8,31,0.7278114147478488,0.0886106334225494,0.8046835877647405
202619,8,41,0.7278113475401641,0.0886106334225494,0.8046835877647405
202619,8,50,0.7278113475401641,0.0886106334225494,0.8046835877647405
202619,10,1,0.7203518407363386,0.09003777231608458,0.806532253348964
202619,10,11,0.7202670896861623,0.08846360771333533,0.8064671351423712
202619,10,21,0.7202301073278544,0.08846360771333533,0.8064671351423712
202619,10,31,0.7202288999645888,0.08846360771333533,0.806465084918042
202619,10,41,0.7202275906402744,0.08846360771333533,0.8064632838445532
202619,10,50,0.7202275906402744,0.08846360771333533,0.8064632838445532
202620,2,1,0.7366461271561534,0.07607150864573001,0.7790233220298879
202620,2,11,0.7357866310453378,0.07604000571563618,0.7790233220298879
202620,2,21,0.7357866310453378,0.07603993671863235,0.7790231612234537
202620,2,31,0.7357866310453378,0.07603980956133333,0.7790228766169505
202620,2,41,0.7357866310453378,0.07603979169851643,0.7790228761844453
202620,2,50,0.7357866310453378,0.07603979169851643,0.7790228761844453
202620,4,1,0.7308388469420006,0.08106388095694995,0.7718655743382143
202620,4,11,0.7305863356687486,0.0803730898653527,0.7718093039024442
202620,4,21,0.7305861908468956,0.0803730898653527,0.7717906071737266
202620,4,31,0.7305861908468956,0.0803730898653527,0.7717866701041209
202620,4,41,0.7305861619420877,0.0803730898653527,0.7717866701041209
202620,4,50,0.7305861516351336,0.0803730898653527,0.7717866351133525
202620,6,1,0.7300127824482179,0.08899486423306929,0.7863763252436643
202620,6,11,0.7297386054541488,0.08718383393928612,0.7857848866857574
202620,6,21,0.7297369472747078,0.08423031629596314,0.7857848866857574
202620,6,31,0.7297369472747078,0.08423031629596314,0.7857731848632316
202620,6,41,0.7297369472747078,0.08423031629596314,0.7857731848632316
202620,6,50,0.7297369472747078,0.08423031629596314,0.7857731848632316
202620,8,1,0.7281753634730619,0.09037995248466088,0.804693822212019
202620,8,11,0.7278172698762073,0.0886106334225494,0.8046853038816821
202620,8,21,0.7278139420698978,0.0886106334225494,0.8046842726312359
202620,8,31,0.7278133055072237,0.0886106334225494,0.8046842726312359
202620,8,41,0.7278127359576865,0.0886106334225494,0.8046842726312359
202620,8,50,0.7278127359576865,0.0886106334225494,0.8046834717883646
202620,10,1,0.7208913007698701,0.08940921895448521,0.8070858928117032
202620,10,11,0.7202420774398494,0.08846360771333533,0.8064835317802562
202620,10,21,0.7202287674154773,0.08846360771333533,0.8064645027432543
202620,10,31,0.7202287674154773,0.08846360771333533,0.8064620961491921
202620,10,41,0.7202272342112447,0.08846360771333533,0.8064620961491921
202620,10,50,0.7202271268626561,0.08846360771333533,0.8064619583632151
