response,degree,outer_fold,outer_repeat,test_size,selected_alpha,rmse,nrmse,max_absolute_error
U,2,6,1,16,1.0,0.010166207111388766,0.13711620937092855,0.02330878848852047
U,2,7,1,16,1.0,0.008582582524355875,0.11575715204882277,0.01883254519757316
U,2,8,1,16,1.0,0.011637075003005929,0.15695446640958577,0.023329719893045886
U,2,9,1,16,1.0,0.006709959931414325,0.09050024859277772,0.011041053983514959
U,2,10,2,16,1.0,0.005748665105752567,0.07753483276577104,0.009440046972391425
U,2,11,2,16,1.0,0.01275052628284193,0.17197208479346557,0.0197688816979118
U,2,12,2,16,1.0,0.012974983043355329,0.1749994341118557,0.0246539560461716
U,2,13,2,16,10.0,0.009266271321591706,0.12497837046776765,0.017284122878521768
U,2,14,2,16,1.0,0.009079037932042289,0.12245306950139973,0.020229974091726777
U,2,15,3,16,1.0,0.007675585615000768,0.1035240766491882,0.018237040658846237
U,2,16,3,16,1.0,0.009085045895271702,0.12253410160462476,0.018958028854266784
U,2,17,3,16,1.0,0.011702983538881382,0.15784340448702333,0.02099966843472556
U,2,18,3,16,1.0,0.011010857554721231,0.14850838993190485,0.02279687852731871
U,2,19,3,16,1.0,0.009116065565825357,0.12295247785799533,0.02218181708491984
U,2,20,4,16,10.0,0.009098106750273737,0.12271025923247951,0.01725792678585103
U,2,21,4,16,1.0,0.01023745107847545,0.13807710880967106,0.01942722020989096
U,2,22,4,16,1.0,0.008599812179854841,0.11598953616463904,0.017959078871977563
U,2,23,4,16,10.0,0.008178128694300953,0.11030210126783305,0.014556720619707031
U,2,24,4,16,1.0,0.009690357887122608,0.13069821678543625,0.019139045167187674
U,2,25,5,16,1e-08,0.011131849101914516,0.1501402573663664,0.0202503841611964
U,2,26,5,16,1.0,0.010347379809312107,0.1395597670624617,0.022615980475566566
U,2,27,5,16,1.0,0.008568371336904365,0.11556547936965536,0.01694949766218312
U,2,28,5,16,1.0,0.009478563820665477,0.12784165491908162,0.020607049704974845
U,2,29,5,16,0.01,0.008109947650761897,0.109382512857072,0.016841307004820227
U,2,30,6,16,1.0,0.011724484227999342,0.1581333939549159,0.022262272333030797
U,2,31,6,16,1.0,0.008276189479525313,0.11162469119843148,0.022503344506183298
U,2,32,6,16,1.0,0.007304193541286279,0.09851494465136658,0.014812581087139676
U,2,33,6,16,10.0,0.00975414767029394,0.13155857829186748,0.018590676298059106
U,2,34,6,16,1.0,0.008173255084312266,0.1102363686971428,0.018537904834831087
U,2,35,7,16,1.0,0.010311068631091394,0.13907002186438888,0.019798844397932225
U,2,36,7,16,1.0,0.00965365190317158,0.13020314666484456,0.018728360297154523
U,2,37,7,16,1e-08,0.008600692898771528,0.11600141481692837,0.02082216646079671
U,2,38,7,16,1.0,0.010296365511461795,0.13887171427460157,0.019503192364603184
U,2,39,7,16,1.0,0.009562243720676433,0.12897028338044622,0.02462098577444105
U,2,40,8,16,1.0,0.009646462452241367,0.13010617930541465,0.019648034812765447
U,2,41,8,16,1.0,0.008959101060420402,0.1208354269508975,0.020321301638803302
U,2,42,8,16,1.0,0.009625118364152436,0.12981830198605973,0.0211417711361791
U,2,43,8,16,10.0,0.009161151218562584,0.12356056834175276,0.018099483140046058
U,2,44,8,16,1.0,0.008908595502076113,0.1201542357616512,0.019320779635024543
U,2,45,9,16,1.0,0.010293358543719627,0.13883115794774445,0.017635940142424755
U,2,46,9,16,1.0,0.01016140200538938,0.13705140074436387,0.02012950257480417
U,2,47,9,16,1.0,0.010380210873624984,0.1400025743984594,0.021340489014767816
U,2,48,9,16,1.0,0.005087154636386131,0.06861274343344788,0.008567063115297646
U,2,49,9,16,1.0,0.009727045406750541,0.1311930378693947,0.017931757672295934
U,3,0,0,16,1e-08,0.00046033732384223965,0.006208776605239054,0.0017921192746792602
U,3,1,0,16,0.001,0.00038204510282596564,0.005152814194542509,0.0014509677509053631
U,3,2,0,16,0.001,0.00015892613025453542,0.0021435082240337626,0.00029836159428719977
U,3,3,0,16,0.01,0.00014614210268772493,0.0019710842923502526,0.00033310976503575507
U,3,4,0,16,0.01,0.00013634606204563084,0.0018389606846989023,0.00042911641534670864
U,3,5,1,16,1e-08,0.00016476864533998117,0.0022223088537013744,0.0003065303726794699
U,3,6,1,16,0.001,0.00010965374615792142,0.0014789494107052764,0.00024429258349001337
U,3,7,1,16,1e-08,0.0005896283864249486,0.007952583337940845,0.001820217581335437
U,3,8,1,16,0.01,0.00013373457954553566,0.0018037384452414325,0.00038813488580446975
U,3,9,1,16,0.001,0.00016716221948277952,0.002254592065100945,0.0004779530142505761
U,3,10,2,16,1e-08,0.00017254055771319084,0.0023271321326786168,0.000461836544040084
U,3,11,2,16,0.001,0.00014340037221108153,0.001934105339830886,0.00022969246972281976
U,3,12,2,16,0.01,0.0002680165914529585,0.0036148603570526987,0.000661689547541533
U,3,13,2,16,0.0001,0.0003856839821757969,0.005201893397566817,0.0014743452745190622
U,3,14,2,16,1e-08,0.0004684882666863364,0.006318712038713512,0.0017895757821867475
U,3,15,3,16,0.001,0.00022744411440918114,0.0030676411044762274,0.0005064233725057266
U,3,16,3,16,0.0001,0.00017288285851773107,0.002331748897640113,0.0004347514556725107
U,3,17,3,16,0.001,0.00037917850442968854,0.005114151092209489,0.0014998624518901549
U,3,18,3,16,0.0001,0.00017331374118320436,0.0023375604060154593,0.00039211562063956595
U,3,19,3,16,0.001,0.00045744953289995926,0.006169827669502971,0.0018160176492907354
U,3,20,4,16,0.01,0.00023878880362969152,0.0032206520322847917,0.0005232503687950807
U,3,21,4,16,0.001,0.00014997187662920913,0.0020227381766209757,0.0003721268646246223
U,3,22,4,16,0.001,0.0001248651529209596,0.0016841124977537932,0.0002194365573451318
U,3,23,4,16,0.001,0.00011169256377727371,0.001506447861258293,0.00024056716725051608
U,3,24,4,16,1e-05,0.0005896417602316453,0.007952763716489012,0.0018202636776726289
U,3,25,5,16,1e-08,0.00041611381640731135,0.005612314263076905,0.00144557835936443
U,3,26,5,16,1e-08,0.00017407460350942752,0.0023478224985423756,0.00026764203208984316
U,3,27,5,16,1e-08,0.00013368552228869814,0.001803076787946239,0.00027025864139640365
U,3,28,5,16,0.001,0.00045184786092279964,0.006094275399198835,0.001800412021987774
U,3,29,5,16,1e-08,0.00014081733920568953,0.001899266811508698,0.0004010078847079823
U,3,30,6,16,1e-08,0.00016614933621334044,0.0022409308527216363,0.0003733307965063659
U,3,31,6,16,0.01,0.00041276960780415076,0.005567209416993518,0.0008697875962859758
U,3,32,6,16,1e-08,0.0004534110735997681,0.0061153591519060154,0.0018003420192566066
U,3,33,6,16,1e-08,0.00012636823992969565,0.0017043853085213106,0.00021406080306918263
U,3,34,6,16,0.001,0.0003827780652604189,0.005162699988676187,0.0014867431426929256
U,3,35,7,16,1e-08,0.00045297532567351517,0.006109482023569517,0.001781975755553833
U,3,36,7,16,0.001,0.00038842835327656546,0.00523890796537185,0.0014565546031020116
U,3,37,7,16,0.001,0.00019078410974704177,0.0025731911272411636,0.00042564546650214474
U,3,38,7,16,0.001,0.00020759434446061906,0.002799918326215811,0.0005213456867588784
U,3,39,7,16,0.001,9.599249471712292e-05,0.0012946939659458456,0.0002119039953734081
U,3,40,8,16,0.001,0.0001844852043106973,0.002488234955568255,0.00040018779873784993
U,3,41,8,16,1e-08,0.00014202044297037837,0.0019154936132929372,0.00034027003125747246
U,3,42,8,16,0.01,0.00047391256876011886,0.006391872041327144,0.0018126298479759217
U,3,43,8,16,0.001,0.00017115428252758457,0.002308434815526542,0.0004887513742651839
U,3,44,8,16,1e-08,0.0004007730408238692,0.005405406320540965,0.0015095659074260137
U,3,45,9,16,0.01,0.0001488909400033786,0.0020081590980049156,0.0002513326683014627
U,3,46,9,16,0.01,0.0004897186634317757,0.006605055951765847,0.0018513849127037574
U,3,47,9,16,1e-08,0.00025119276471933323,0.0033879498363882364,0.0004983999436646291
U,3,48,9,16,1e-08,0.00039572168030664124,0.005337276348497375,0.0014767576265771742
U,3,49,9,16,1e-08,0.00010953127182204144,0.0014772975442326496,0.00022507908151336853
U,4,0,0,16,1e-08,0.0005023883841710818,0.006775938175836981,0.0019063921801063533
U,4,1,0,16,0.01,0.00044973402637409266,0.006065765161567407,0.0016202884384143301
U,4,2,0,16,0.01,0.00031234020171662505,0.004212672831105091,0.0008918043771265483
U,4,3,0,16,0.01,0.00020561147656724212,0.002773174494790364,0.0005303401639517036
U,4,4,0,16,0.001,0.0003869968683977671,0.005219600884746594,0.0009378456566730975
U,4,5,1,16,0.01,0.00026887659797301684,0.0036264596519296035,0.0006835890242179454
U,4,6,1,16,0.01,0.0002674988926560251,0.003607877920451356,0.0008811478634497272
U,4,7,1,16,1e-08,0.0005896285882292132,0.00795258605976576,0.0018204858736762253
U,4,8,1,16,0.01,0.0001651246960347094,0.002227111069618295,0.00028326441232151556
U,4,9,1,16,0.001,0.00026621527954839765,0.0035905652529355085,0.0007583722691660855
U,4,10,2,16,0.01,0.00035597744829973864,0.004801228009383735,0.0010081380847341004
U,4,11,2,16,0.001,0.00024263795098942667,0.003272567214564105,0.0007804314537918078
U,4,12,2,16,0.001,0.0004809870422030144,0.006487288647654047,0.0008575284171976616
U,4,13,2,16,0.01,0.00042920305903207314,0.0057888547675717566,0.0015314943979536366
U,4,14,2,16,1e-08,0.000504295326459406,0.006801657964466039,0.0017588839536069045
U,4,15,3,16,0.01,0.0003085094042817629,0.0041610051425186815,0.0007689997664964698
U,4,16,3,16,1e-08,0.00024100774102597377,0.0032505798393101647,0.0007964517575510532
U,4,17,3,16,0.001,0.00044511453202448646,0.006003459962835143,0.0016953582929630784
U,4,18,3,16,0.01,0.00029518624468177806,0.003981309694533237,0.0008685798743539586
U,4,19,3,16,1e-08,0.0004894743194592369,0.006601760374671061,0.0019042545164116298
U,4,20,4,16,0.001,0.0005156938353630781,0.006955394782556379,0.001186610523759346
U,4,21,4,16,1e-08,0.0002321985790910805,0.003131766708807039,0.0004211403655639545
U,4,22,4,16,0.01,0.00014209271380810298,0.001916468362597991,0.0003140554692504516
U,4,23,4,16,0.01,0.0001687970389514381,0.002276641610825539,0.00030371957328700905
U,4,24,4,16,1e-08,0.0005896162468862963,0.007952419606521124,0.001820430891684932
U,4,25,5,16,1e-08,0.0005861811356195161,0.00790608871531386,0.001620860522010159
U,4,26,5,16,0.01,0.00020858394413482932,0.0028132655022703305,0.0005874895609528918
U,4,27,5,16,1e-08,0.0001960435888511799,0.0026441280883047584,0.000414956409072631
U,4,28,5,16,0.001,0.00047043243374886057,0.006344933894620667,0.0018509001691345839
U,4,29,5,16,0.001,0.00023439278011766265,0.003161360885284685,0.0007303628844632648
U,4,30,6,16,0.01,0.00047556467067819916,0.0064141546832229435,0.0011787517671426606
U,4,31,6,16,0.001,0.0008034946429815685,0.010837093764503293,0.0017337940549099207
U,4,32,6,16,1e-08,0.0005036640284762561,0.006793143364528757,0.0018889673341375701
U,4,33,6,16,0.001,0.00033393752969361994,0.004503965710769994,0.0010231438755258226
U,4,34,6,16,0.01,0.0004394020995281982,0.005926413815575278,0.0016432058905616609
U,4,35,7,16,1e-08,0.00047902935392094996,0.006460884424975379,0.0018500376270481622
U,4,36,7,16,0.01,0.00045311613633391827,0.006111381200301011,0.001636685394854398
U,4,37,7,16,0.01,0.00028442754058269283,0.003836202211708355,0.0007831048134977481
U,4,38,7,16,0.001,0.0002773643575492669,0.0037409378842138386,0.0008705620718956197
U,4,39,7,16,1e-08,0.00035546793211938915,0.004794355935413846,0.001067511970302859
U,4,40,8,16,0.01,0.00025192267825128344,0.003397794508602069,0.0006779674928822921
U,4,41,8,16,1e-08,0.0001957644579551503,0.002640363324321246,0.00042462923380626183
U,4,42,8,16,0.001,0.0005158724813207626,0.00695780426096546,0.0018231178115906133
U,4,43,8,16,0.01,0.0003435479311684345,0.004633585519448015,0.0010250688376657324
U,4,44,8,16,0.001,0.0005303612877155724,0.007153221311729656,0.00161010394652783
U,4,45,9,16,1e-08,0.0002514704288025175,0.003391694816806944,0.0007376907170680846
U,4,46,9,16,0.0001,0.0005591962977252541,0.007542132065404065,0.0018527887257382414
U,4,47,9,16,0.01,0.0005022169779576038,0.006773626343115376,0.0012807385897689594
U,4,48,9,16,0.01,0.0004622898995073127,0.0062351118717520505,0.0016922837620056974
U,4,49,9,16,0.01,0.0002551801649975357,0.0034417296979827555,0.000641414700217724
