method,b,R,P,U,dominated_by_pin_pareto,points,dominated_points,minimum_dominance_margin
linear,3.6675,0.7589620850000001,0.09772938,0.83870656,True,,,
linear,3.66825,0.7589822615,0.097709022,0.838705864,True,,,
linear,3.669,0.759002438,0.09768866400000001,0.838705168,True,,,
linear,3.66975,0.7590226145,0.09766830600000001,0.838704472,True,,,
linear,3.6705,0.759042791,0.097647948,0.838703776,True,,,
linear,3.67125,0.7590629675,0.09762759,0.8387030799999999,True,,,
linear,3.672,0.759083144,0.097607232,0.838702384,True,,,
linear,3.6727499999999997,0.7591033205,0.09758687400000002,0.838701688,True,,,
linear,3.6734999999999998,0.759123497,0.097566516,0.838700992,True,,,
linear,3.67425,0.7591436735,0.09754615800000001,0.838700296,True,,,
linear,3.675,0.75916385,0.09752580000000001,0.8386996,True,,,
linear,3.67575,0.7591840265,0.09750544200000001,0.838698904,True,,,
linear,3.6765,0.759204203,0.09748508400000001,0.838698208,True,,,
linear,3.67725,0.7592243795,0.097464726,0.838697512,True,,,
linear,3.678,0.759244556,0.097444368,0.838696816,True,,,
linear,3.67875,0.7592647325,0.09742401,0.83869612,True,,,
linear,3.6795,0.759284909,0.09740365200000001,0.838695424,True,,,
linear,3.68025,0.7593050855,0.09738329400000001,0.838694728,True,,,
linear,3.681,0.7593252620000001,0.09736293600000001,0.838694032,True,,,
linear,3.68175,0.7593454385,0.097342578,0.838693336,True,,,
linear,3.6825,0.759365615,0.09732222,0.83869264,True,,,
linear,3.68325,0.7593857915,0.097301862,0.838691944,True,,,
linear,3.684,0.759405968,0.097281504,0.838691248,True,,,
linear,3.68475,0.7594261445,0.097261146,0.838690552,True,,,
linear,3.6855,0.759446321,0.097240788,0.838689856,True,,,
linear,3.6862500000000002,0.7594664975000001,0.09722043,0.8386891599999999,True,,,
linear,3.6870000000000003,0.759486674,0.097200072,0.838688464,True,,,
linear,3.68775,0.7595068505,0.09717971400000001,0.838687768,True,,,
linear,3.6885,0.759527027,0.097159356,0.838687072,True,,,
linear,3.68925,0.7595472035,0.097138998,0.838686376,True,,,
linear,3.69,0.75956738,0.09711864,0.83868568,True,,,
linear,3.69075,0.7595875565,0.09709828200000001,0.838684984,True,,,
linear,3.6915,0.7596077330000001,0.09707792400000001,0.838684288,True,,,
linear,3.69225,0.7596279095,0.09705756600000001,0.838683592,True,,,
linear,3.693,0.759648086,0.097037208,0.838682896,True,,,
linear,3.69375,0.7596682625,0.09701685,0.8386821999999999,True,,,
linear,3.6945,0.759688439,0.096996492,0.838681504,True,,,
linear,3.69525,0.7597086155,0.096976134,0.838680808,True,,,
linear,3.696,0.759728792,0.096955776,0.838680112,True,,,
linear,3.6967499999999998,0.7597489685,0.09693541800000001,0.838679416,True,,,
linear,3.6975,0.759769145,0.09691506000000001,0.83867872,True,,,
linear,3.69825,0.7597893215,0.09689470200000001,0.838678024,True,,,
linear,3.699,0.759809498,0.09687434400000001,0.8386773279999999,True,,,
linear,3.69975,0.7598296745,0.096853986,0.838676632,True,,,
linear,3.7005,0.759849851,0.096833628,0.838675936,True,,,
linear,3.70125,0.7598700275,0.09681327,0.83867524,True,,,
linear,3.702,0.759890204,0.09679291200000001,0.838674544,True,,,
linear,3.70275,0.7599103805,0.09677255400000001,0.838673848,True,,,
linear,3.7035,0.759930557,0.096752196,0.838673152,True,,,
linear,3.70425,0.7599507335,0.096731838,0.838672456,True,,,
linear,3.705,0.75997091,0.09671148,0.83867176,True,,,
linear,3.70575,0.7599910865,0.096691122,0.838671064,True,,,
linear,3.7065,0.760011263,0.096670764,0.8386703679999999,True,,,
linear,3.70725,0.7600314395,0.096650406,0.838669672,True,,,
linear,3.708,0.760051616,0.096630048,0.838668976,True,,,
linear,3.70875,0.7600717925,0.09660969,0.8386682799999999,True,,,
linear,3.7095000000000002,0.760091969,0.096589332,0.838667584,True,,,
linear,3.7102500000000003,0.7601121455000001,0.096568974,0.838666888,True,,,
linear,3.711,0.760132322,0.096548616,0.838666192,True,,,
linear,3.71175,0.7601524985,0.096528258,0.838665496,True,,,
linear,3.7125,0.760172675,0.09650790000000001,0.8386648,True,,,
linear,3.71325,0.7601928515,0.09648754200000001,0.838664104,True,,,
linear,3.714,0.760213028,0.09646718400000001,0.8386634079999999,True,,,
linear,3.71475,0.7602332045,0.096446826,0.838662712,True,,,
linear,3.7155,0.7602533810000001,0.096426468,0.838662016,True,,,
linear,3.71625,0.7602735575,0.09640611,0.8386613199999999,True,,,
linear,3.717,0.760293734,0.096385752,0.838660624,True,,,
linear,3.71775,0.7603139105,0.09636539400000001,0.838659928,True,,,
linear,3.7185,0.760334087,0.096345036,0.838659232,True,,,
linear,3.71925,0.7603542635,0.096324678,0.838658536,True,,,
linear,3.7199999999999998,0.76037444,0.09630432000000001,0.83865784,True,,,
linear,3.72075,0.7603946165,0.09628396200000001,0.838657144,True,,,
linear,3.7215,0.760414793,0.09626360400000002,0.8386564479999999,True,,,
linear,3.72225,0.7604349695,0.096243246,0.838655752,True,,,
linear,3.723,0.760455146,0.096222888,0.838655056,True,,,
linear,3.72375,0.7604753225,0.09620253000000001,0.83865436,True,,,
linear,3.7245,0.760495499,0.09618217200000001,0.838653664,True,,,
linear,3.72525,0.7605156755,0.09616181400000001,0.838652968,True,,,
linear,3.726,0.760535852,0.096141456,0.838652272,True,,,
linear,3.72675,0.7605560285,0.096121098,0.838651576,True,,,
linear,3.7275,0.760576205,0.09610074,0.83865088,True,,,
linear,3.72825,0.7605963815,0.096080382,0.838650184,True,,,
linear,3.729,0.760616558,0.09606002400000001,0.8386494879999999,True,,,
linear,3.72975,0.7606367345,0.096039666,0.838648792,True,,,
linear,3.7305,0.760656911,0.096019308,0.838648096,True,,,
linear,3.73125,0.7606770875000001,0.09599895,0.8386473999999999,True,,,
linear,3.732,0.760697264,0.095978592,0.838646704,True,,,
linear,3.7327500000000002,0.7607174405,0.095958234,0.838646008,True,,,
linear,3.7335000000000003,0.760737617,0.095937876,0.838645312,True,,,
linear,3.7342500000000003,0.7607577935000001,0.095917518,0.838644616,True,,,
linear,3.735,0.76077797,0.09589716000000001,0.83864392,True,,,
linear,3.73575,0.7607981465,0.09587680200000001,0.838643224,True,,,
linear,3.7365,0.760818323,0.09585644400000001,0.8386425279999999,True,,,
linear,3.73725,0.7608384995,0.095836086,0.838641832,True,,,
linear,3.738,0.760858676,0.095815728,0.838641136,True,,,
linear,3.73875,0.7608788525,0.09579537,0.8386404399999999,True,,,
linear,3.7395,0.7608990290000001,0.095775012,0.838639744,True,,,
linear,3.74025,0.7609192055,0.09575465400000001,0.838639048,True,,,
linear,3.741,0.760939382,0.095734296,0.838638352,True,,,
linear,3.74175,0.7609595585,0.095713938,0.838637656,True,,,
linear,3.7425,0.760979735,0.09569358,0.83863696,True,,,
linear,3.7432499999999997,0.7609999115,0.09567322200000002,0.838636264,True,,,
linear,3.7439999999999998,0.761020088,0.09565286400000002,0.8386355679999999,True,,,
linear,3.74475,0.7610402645,0.095632506,0.838634872,True,,,
linear,3.7455,0.761060441,0.09561214800000001,0.838634176,True,,,
linear,3.74625,0.7610806175,0.09559179000000001,0.83863348,True,,,
linear,3.747,0.761100794,0.09557143200000001,0.838632784,True,,,
linear,3.74775,0.7611209705,0.09555107400000001,0.838632088,True,,,
linear,3.7485,0.761141147,0.095530716,0.838631392,True,,,
linear,3.74925,0.7611613235,0.095510358,0.838630696,True,,,
linear,3.75,0.7611815,0.09549,0.83863,True,,,
linear,3.75075,0.7612016765,0.09546964200000001,0.838629304,True,,,
linear,3.7515,0.761221853,0.09544928400000001,0.8386286079999999,True,,,
linear,3.75225,0.7612420295,0.095428926,0.838627912,True,,,
linear,3.753,0.761262206,0.095408568,0.838627216,True,,,
linear,3.75375,0.7612823825,0.09538821,0.8386265199999999,True,,,
linear,3.7545,0.761302559,0.095367852,0.838625824,True,,,
linear,3.75525,0.7613227355000001,0.095347494,0.838625128,True,,,
linear,3.7560000000000002,0.761342912,0.09532713599999999,0.838624432,True,,,
linear,3.7567500000000003,0.7613630885,0.095306778,0.838623736,True,,,
linear,3.7575000000000003,0.761383265,0.09528642,0.83862304,True,,,
linear,3.75825,0.7614034415000001,0.09526606200000001,0.838622344,True,,,
linear,3.759,0.761423618,0.09524570400000001,0.8386216479999999,True,,,
linear,3.75975,0.7614437945,0.095225346,0.838620952,True,,,
linear,3.7605,0.761463971,0.095204988,0.838620256,True,,,
linear,3.76125,0.7614841475,0.09518463,0.83861956,True,,,
linear,3.762,0.761504324,0.09516427200000001,0.838618864,True,,,
linear,3.76275,0.7615245005,0.09514391400000001,0.838618168,True,,,
linear,3.7635,0.7615446770000001,0.095123556,0.838617472,True,,,
linear,3.76425,0.7615648535,0.095103198,0.838616776,True,,,
linear,3.765,0.76158503,0.09508284,0.83861608,True,,,
linear,3.76575,0.7616052065,0.095062482,0.838615384,True,,,
linear,3.7665,0.761625383,0.095042124,0.8386146879999999,True,,,
linear,3.7672499999999998,0.7616455595,0.09502176600000001,0.838613992,True,,,
linear,3.768,0.761665736,0.09500140800000001,0.838613296,True,,,
linear,3.76875,0.7616859125,0.09498105000000001,0.8386126,True,,,
linear,3.7695,0.761706089,0.09496069200000001,0.838611904,True,,,
linear,3.77025,0.7617262655,0.09494033400000002,0.838611208,True,,,
linear,3.771,0.761746442,0.094919976,0.838610512,True,,,
linear,3.77175,0.7617666185,0.094899618,0.838609816,True,,,
linear,3.7725,0.761786795,0.09487926,0.83860912,True,,,
linear,3.77325,0.7618069715,0.09485890200000001,0.838608424,True,,,
linear,3.774,0.7618271480000001,0.09483854400000001,0.8386077279999999,True,,,
linear,3.77475,0.7618473245,0.094818186,0.838607032,True,,,
linear,3.7755,0.761867501,0.094797828,0.838606336,True,,,
linear,3.77625,0.7618876775,0.09477747,0.8386056399999999,True,,,
linear,3.777,0.761907854,0.094757112,0.838604944,True,,,
linear,3.77775,0.7619280305,0.094736754,0.838604248,True,,,
linear,3.7785,0.761948207,0.094716396,0.838603552,True,,,
linear,3.77925,0.7619683835000001,0.094696038,0.838602856,True,,,
linear,3.7800000000000002,0.76198856,0.09467568,0.83860216,True,,,
linear,3.7807500000000003,0.7620087365,0.094655322,0.838601464,True,,,
linear,3.7815,0.762028913,0.09463496400000002,0.8386007679999999,True,,,
linear,3.78225,0.7620490895,0.094614606,0.838600072,True,,,
linear,3.783,0.762069266,0.094594248,0.838599376,True,,,
linear,3.78375,0.7620894425,0.09457389000000001,0.83859868,True,,,
linear,3.7845,0.762109619,0.09455353200000001,0.838597984,True,,,
linear,3.78525,0.7621297955,0.09453317400000001,0.838597288,True,,,
linear,3.786,0.762149972,0.094512816,0.838596592,True,,,
linear,3.78675,0.7621701485,0.094492458,0.838595896,True,,,
linear,3.7875,0.7621903250000001,0.0944721,0.8385952,True,,,
linear,3.78825,0.7622105015,0.094451742,0.838594504,True,,,
linear,3.789,0.762230678,0.09443138400000001,0.8385938079999999,True,,,
linear,3.78975,0.7622508545,0.094411026,0.838593112,True,,,
linear,3.7904999999999998,0.762271031,0.09439066800000001,0.838592416,True,,,
linear,3.79125,0.7622912075,0.09437031000000001,0.83859172,True,,,
linear,3.792,0.762311384,0.09434995200000001,0.838591024,True,,,
linear,3.79275,0.7623315605000001,0.09432959400000002,0.838590328,True,,,
linear,3.7935,0.762351737,0.094309236,0.838589632,True,,,
linear,3.79425,0.7623719135,0.094288878,0.838588936,True,,,
linear,3.795,0.76239209,0.09426852000000001,0.83858824,True,,,
linear,3.79575,0.7624122665,0.09424816200000001,0.838587544,True,,,
linear,3.7965,0.762432443,0.094227804,0.8385868479999999,True,,,
linear,3.79725,0.7624526195,0.094207446,0.838586152,True,,,
linear,3.798,0.7624727960000001,0.094187088,0.838585456,True,,,
linear,3.79875,0.7624929725,0.09416673,0.8385847599999999,True,,,
linear,3.7995,0.762513149,0.094146372,0.838584064,True,,,
linear,3.80025,0.7625333255,0.09412601400000001,0.838583368,True,,,
linear,3.801,0.762553502,0.094105656,0.838582672,True,,,
linear,3.80175,0.7625736785,0.094085298,0.838581976,True,,,
linear,3.8025,0.762593855,0.09406494,0.83858128,True,,,
linear,3.8032500000000002,0.7626140315000001,0.094044582,0.838580584,True,,,
linear,3.8040000000000003,0.762634208,0.094024224,0.8385798879999999,True,,,
linear,3.80475,0.7626543845,0.094003866,0.838579192,True,,,
linear,3.8055,0.762674561,0.09398350800000001,0.838578496,True,,,
linear,3.80625,0.7626947375,0.09396315000000001,0.8385778,True,,,
linear,3.807,0.762714914,0.09394279200000001,0.838577104,True,,,
linear,3.80775,0.7627350905,0.093922434,0.838576408,True,,,
linear,3.8085,0.762755267,0.093902076,0.838575712,True,,,
linear,3.80925,0.7627754435,0.093881718,0.838575016,True,,,
linear,3.81,0.76279562,0.09386136,0.83857432,True,,,
linear,3.81075,0.7628157965,0.093841002,0.838573624,True,,,
linear,3.8115,0.7628359730000001,0.09382064400000001,0.8385729279999999,True,,,
linear,3.81225,0.7628561495,0.093800286,0.838572232,True,,,
linear,3.813,0.762876326,0.093779928,0.838571536,True,,,
linear,3.8137499999999998,0.7628965025,0.09375957000000001,0.83857084,True,,,
linear,3.8145,0.762916679,0.09373921200000002,0.838570144,True,,,
linear,3.81525,0.7629368555,0.09371885400000002,0.838569448,True,,,
linear,3.816,0.762957032,0.093698496,0.838568752,True,,,
linear,3.81675,0.7629772085000001,0.09367813800000001,0.838568056,True,,,
linear,3.8175,0.762997385,0.09365778000000001,0.83856736,True,,,
linear,3.81825,0.7630175615,0.09363742200000001,0.838566664,True,,,
linear,3.819,0.763037738,0.093617064,0.8385659679999999,True,,,
linear,3.81975,0.7630579145,0.093596706,0.838565272,True,,,
linear,3.8205,0.763078091,0.093576348,0.838564576,True,,,
linear,3.82125,0.7630982675,0.09355599,0.8385638799999999,True,,,
linear,3.822,0.7631184440000001,0.09353563200000001,0.838563184,True,,,
linear,3.82275,0.7631386205,0.09351527400000001,0.838562488,True,,,
linear,3.8235,0.763158797,0.093494916,0.838561792,True,,,
linear,3.82425,0.7631789735,0.093474558,0.838561096,True,,,
linear,3.825,0.76319915,0.0934542,0.8385604,True,,,
linear,3.82575,0.7632193265,0.093433842,0.838559704,True,,,
linear,3.8265000000000002,0.763239503,0.093413484,0.8385590079999999,True,,,
linear,3.8272500000000003,0.7632596795000001,0.09339312599999999,0.838558312,True,,,
linear,3.8280000000000003,0.763279856,0.093372768,0.838557616,True,,,
linear,3.82875,0.7633000325,0.09335241000000001,0.83855692,True,,,
linear,3.8295,0.763320209,0.09333205200000001,0.838556224,True,,,
linear,3.83025,0.7633403855,0.093311694,0.838555528,True,,,
linear,3.831,0.763360562,0.093291336,0.838554832,True,,,
linear,3.83175,0.7633807385,0.093270978,0.838554136,True,,,
linear,3.8325,0.763400915,0.09325062,0.83855344,True,,,
linear,3.83325,0.7634210915,0.09323026200000001,0.838552744,True,,,
linear,3.834,0.763441268,0.09320990400000001,0.8385520479999999,True,,,
linear,3.83475,0.7634614445,0.093189546,0.838551352,True,,,
linear,3.8355,0.763481621,0.093169188,0.838550656,True,,,
linear,3.83625,0.7635017975,0.09314883,0.8385499599999999,True,,,
linear,3.8369999999999997,0.763521974,0.09312847200000002,0.838549264,True,,,
linear,3.8377499999999998,0.7635421505,0.093108114,0.838548568,True,,,
linear,3.8385,0.763562327,0.09308775600000001,0.838547872,True,,,
linear,3.83925,0.7635825035,0.09306739800000001,0.838547176,True,,,
linear,3.84,0.76360268,0.09304704000000001,0.83854648,True,,,
linear,3.84075,0.7636228565000001,0.09302668200000001,0.838545784,True,,,
linear,3.8415,0.763643033,0.093006324,0.8385450879999999,True,,,
linear,3.84225,0.7636632095,0.092985966,0.838544392,True,,,
linear,3.843,0.763683386,0.092965608,0.838543696,True,,,
linear,3.84375,0.7637035625,0.09294525000000001,0.838543,True,,,
linear,3.8445,0.763723739,0.09292489200000001,0.838542304,True,,,
linear,3.84525,0.7637439155,0.09290453400000001,0.838541608,True,,,
linear,3.846,0.7637640920000001,0.092884176,0.838540912,True,,,
linear,3.84675,0.7637842685,0.092863818,0.838540216,True,,,
linear,3.8475,0.763804445,0.09284346,0.83853952,True,,,
linear,3.84825,0.7638246215,0.092823102,0.838538824,True,,,
linear,3.849,0.763844798,0.09280274399999999,0.8385381279999999,True,,,
linear,3.8497500000000002,0.7638649745,0.092782386,0.838537432,True,,,
linear,3.8505000000000003,0.763885151,0.092762028,0.838536736,True,,,
linear,3.8512500000000003,0.7639053275000001,0.09274167,0.8385360399999999,True,,,
linear,3.852,0.763925504,0.09272131200000001,0.838535344,True,,,
linear,3.85275,0.7639456805,0.092700954,0.838534648,True,,,
linear,3.8535,0.763965857,0.092680596,0.838533952,True,,,
linear,3.85425,0.7639860335,0.092660238,0.838533256,True,,,
linear,3.855,0.76400621,0.09263988000000001,0.83853256,True,,,
linear,3.85575,0.7640263865,0.09261952200000001,0.838531864,True,,,
linear,3.8565,0.764046563,0.09259916400000001,0.8385311679999999,True,,,
linear,3.85725,0.7640667395,0.092578806,0.838530472,True,,,
linear,3.858,0.764086916,0.092558448,0.838529776,True,,,
linear,3.85875,0.7641070925,0.09253809,0.8385290799999999,True,,,
linear,3.8595,0.764127269,0.092517732,0.838528384,True,,,
linear,3.86025,0.7641474455,0.092497374,0.838527688,True,,,
linear,3.8609999999999998,0.764167622,0.09247701600000001,0.838526992,True,,,
linear,3.86175,0.7641877985,0.09245665800000001,0.838526296,True,,,
linear,3.8625,0.764207975,0.09243630000000001,0.8385256,True,,,
linear,3.86325,0.7642281515,0.09241594200000001,0.838524904,True,,,
linear,3.864,0.764248328,0.092395584,0.8385242079999999,True,,,
linear,3.86475,0.7642685045000001,0.092375226,0.838523512,True,,,
linear,3.8655,0.764288681,0.092354868,0.838522816,True,,,
linear,3.86625,0.7643088575,0.09233451000000001,0.83852212,True,,,
linear,3.867,0.764329034,0.09231415200000001,0.838521424,True,,,
linear,3.86775,0.7643492105,0.09229379400000001,0.838520728,True,,,
linear,3.8685,0.764369387,0.092273436,0.838520032,True,,,
linear,3.86925,0.7643895635,0.092253078,0.838519336,True,,,
linear,3.87,0.7644097400000001,0.09223272,0.83851864,True,,,
linear,3.87075,0.7644299165,0.092212362,0.838517944,True,,,
linear,3.8715,0.764450093,0.092192004,0.8385172479999999,True,,,
linear,3.87225,0.7644702695,0.092171646,0.838516552,True,,,
linear,3.873,0.764490446,0.092151288,0.838515856,True,,,
linear,3.8737500000000002,0.7645106225,0.09213093,0.8385151599999999,True,,,
linear,3.8745000000000003,0.764530799,0.092110572,0.838514464,True,,,
linear,3.87525,0.7645509755,0.092090214,0.838513768,True,,,
linear,3.876,0.764571152,0.092069856,0.838513072,True,,,
linear,3.87675,0.7645913285,0.09204949800000001,0.838512376,True,,,
linear,3.8775,0.764611505,0.09202914000000001,0.83851168,True,,,
linear,3.87825,0.7646316815,0.09200878200000001,0.838510984,True,,,
linear,3.879,0.764651858,0.091988424,0.8385102879999999,True,,,
linear,3.87975,0.7646720345,0.091968066,0.838509592,True,,,
linear,3.8805,0.7646922110000001,0.091947708,0.838508896,True,,,
linear,3.88125,0.7647123875,0.09192735,0.8385081999999999,True,,,
linear,3.882,0.764732564,0.091906992,0.838507504,True,,,
linear,3.88275,0.7647527405,0.091886634,0.838506808,True,,,
linear,3.8835,0.764772917,0.091866276,0.838506112,True,,,
linear,3.8842499999999998,0.7647930935,0.09184591800000001,0.838505416,True,,,
linear,3.885,0.76481327,0.09182556000000001,0.83850472,True,,,
linear,3.88575,0.7648334465,0.09180520200000002,0.838504024,True,,,
linear,3.8865,0.764853623,0.091784844,0.8385033279999999,True,,,
linear,3.88725,0.7648737995,0.091764486,0.838502632,True,,,
linear,3.888,0.764893976,0.09174412800000001,0.838501936,True,,,
linear,3.88875,0.7649141525,0.09172377000000001,0.83850124,True,,,
linear,3.8895,0.764934329,0.09170341200000001,0.838500544,True,,,
linear,3.89025,0.7649545055,0.091683054,0.838499848,True,,,
linear,3.891,0.764974682,0.091662696,0.838499152,True,,,
linear,3.89175,0.7649948585,0.091642338,0.838498456,True,,,
linear,3.8925,0.765015035,0.09162198,0.83849776,True,,,
linear,3.89325,0.7650352115,0.09160162200000001,0.838497064,True,,,
linear,3.894,0.7650553880000001,0.091581264,0.8384963679999999,True,,,
linear,3.89475,0.7650755645,0.091560906,0.838495672,True,,,
linear,3.8955,0.765095741,0.091540548,0.838494976,True,,,
linear,3.89625,0.7651159175,0.09152019,0.8384942799999999,True,,,
linear,3.8970000000000002,0.765136094,0.091499832,0.838493584,True,,,
linear,3.8977500000000003,0.7651562705,0.091479474,0.838492888,True,,,
linear,3.8985,0.765176447,0.09145911600000001,0.838492192,True,,,
linear,3.89925,0.7651966235,0.09143875800000001,0.838491496,True,,,
linear,3.9,0.7652168,0.09141840000000001,0.8384908,True,,,
linear,3.90075,0.7652369765,0.09139804200000001,0.838490104,True,,,
linear,3.9015,0.765257153,0.091377684,0.8384894079999999,True,,,
linear,3.90225,0.7652773295,0.091357326,0.838488712,True,,,
linear,3.903,0.765297506,0.091336968,0.838488016,True,,,
linear,3.90375,0.7653176825,0.09131661,0.8384873199999999,True,,,
linear,3.9045,0.7653378590000001,0.09129625200000001,0.838486624,True,,,
linear,3.90525,0.7653580355,0.091275894,0.838485928,True,,,
linear,3.906,0.765378212,0.091255536,0.838485232,True,,,
linear,3.90675,0.7653983885,0.091235178,0.838484536,True,,,
linear,3.9074999999999998,0.765418565,0.09121482000000002,0.83848384,True,,,
linear,3.90825,0.7654387415,0.091194462,0.838483144,True,,,
linear,3.909,0.765458918,0.091174104,0.8384824479999999,True,,,
linear,3.90975,0.7654790945,0.09115374600000001,0.838481752,True,,,
linear,3.9105,0.765499271,0.09113338800000001,0.838481056,True,,,
linear,3.91125,0.7655194475,0.09111303000000001,0.83848036,True,,,
linear,3.912,0.765539624,0.09109267200000001,0.838479664,True,,,
linear,3.91275,0.7655598005,0.091072314,0.838478968,True,,,
linear,3.9135,0.765579977,0.091051956,0.838478272,True,,,
linear,3.91425,0.7656001535,0.091031598,0.838477576,True,,,
linear,3.915,0.76562033,0.09101124000000001,0.83847688,True,,,
linear,3.91575,0.7656405065,0.09099088200000001,0.838476184,True,,,
linear,3.9165,0.765660683,0.090970524,0.8384754879999999,True,,,
linear,3.91725,0.7656808595,0.090950166,0.838474792,True,,,
linear,3.918,0.7657010360000001,0.090929808,0.838474096,True,,,
linear,3.91875,0.7657212125,0.09090945,0.8384733999999999,True,,,
linear,3.9195,0.765741389,0.090889092,0.838472704,True,,,
linear,3.9202500000000002,0.7657615655,0.090868734,0.838472008,True,,,
linear,3.9210000000000003,0.765781742,0.090848376,0.838471312,True,,,
linear,3.9217500000000003,0.7658019185,0.090828018,0.838470616,True,,,
linear,3.9225,0.765822095,0.09080766000000001,0.83846992,True,,,
linear,3.92325,0.7658422715,0.09078730200000001,0.838469224,True,,,
linear,3.924,0.765862448,0.090766944,0.8384685279999999,True,,,
linear,3.92475,0.7658826245,0.090746586,0.838467832,True,,,
linear,3.9255,0.765902801,0.090726228,0.838467136,True,,,
linear,3.92625,0.7659229775,0.09070587000000001,0.8384664399999999,True,,,
linear,3.927,0.765943154,0.09068551200000001,0.838465744,True,,,
linear,3.92775,0.7659633305,0.090665154,0.838465048,True,,,
linear,3.9285,0.7659835070000001,0.090644796,0.838464352,True,,,
linear,3.92925,0.7660036835,0.090624438,0.838463656,True,,,
linear,3.93,0.76602386,0.09060408,0.83846296,True,,,
linear,3.9307499999999997,0.7660440365,0.090583722,0.838462264,True,,,
linear,3.9314999999999998,0.766064213,0.09056336400000001,0.8384615679999999,True,,,
linear,3.93225,0.7660843895,0.09054300600000001,0.838460872,True,,,
linear,3.933,0.766104566,0.09052264800000001,0.838460176,True,,,
linear,3.93375,0.7661247425,0.09050229000000001,0.83845948,True,,,
linear,3.9345,0.766144919,0.09048193200000001,0.838458784,True,,,
linear,3.93525,0.7661650955,0.090461574,0.838458088,True,,,
linear,3.936,0.766185272,0.090441216,0.838457392,True,,,
linear,3.93675,0.7662054485,0.090420858,0.838456696,True,,,
linear,3.9375,0.766225625,0.09040050000000001,0.838456,True,,,
linear,3.93825,0.7662458015,0.090380142,0.838455304,True,,,
linear,3.939,0.766265978,0.090359784,0.8384546079999999,True,,,
linear,3.93975,0.7662861545,0.090339426,0.838453912,True,,,
linear,3.9405,0.766306331,0.090319068,0.838453216,True,,,
linear,3.94125,0.7663265075,0.09029871,0.8384525199999999,True,,,
linear,3.942,0.7663466840000001,0.090278352,0.838451824,True,,,
linear,3.94275,0.7663668605,0.090257994,0.838451128,True,,,
linear,3.9435000000000002,0.766387037,0.090237636,0.838450432,True,,,
linear,3.9442500000000003,0.7664072135,0.090217278,0.838449736,True,,,
linear,3.9450000000000003,0.76642739,0.09019692,0.83844904,True,,,
linear,3.94575,0.7664475665,0.09017656200000002,0.838448344,True,,,
linear,3.9465,0.766467743,0.090156204,0.8384476479999999,True,,,
linear,3.94725,0.7664879195000001,0.090135846,0.838446952,True,,,
linear,3.948,0.766508096,0.09011548800000001,0.838446256,True,,,
linear,3.94875,0.7665282725,0.09009513000000001,0.83844556,True,,,
linear,3.9495,0.766548449,0.090074772,0.838444864,True,,,
linear,3.95025,0.7665686255,0.090054414,0.838444168,True,,,
linear,3.951,0.766588802,0.090034056,0.838443472,True,,,
linear,3.95175,0.7666089785,0.090013698,0.838442776,True,,,
linear,3.9525,0.7666291550000001,0.08999334,0.83844208,True,,,
linear,3.95325,0.7666493315,0.089972982,0.838441384,True,,,
linear,3.954,0.766669508,0.089952624,0.8384406879999999,True,,,
linear,3.9547499999999998,0.7666896845,0.08993226600000001,0.838439992,True,,,
linear,3.9555,0.766709861,0.08991190800000001,0.838439296,True,,,
linear,3.95625,0.7667300375,0.08989155000000001,0.8384386,True,,,
linear,3.957,0.766750214,0.08987119200000002,0.838437904,True,,,
linear,3.95775,0.7667703905,0.089850834,0.838437208,True,,,
linear,3.9585,0.766790567,0.089830476,0.838436512,True,,,
linear,3.95925,0.7668107435,0.08981011800000001,0.838435816,True,,,
linear,3.96,0.76683092,0.08978976000000001,0.83843512,True,,,
linear,3.96075,0.7668510965,0.089769402,0.838434424,True,,,
linear,3.9615,0.766871273,0.089749044,0.8384337279999999,True,,,
linear,3.96225,0.7668914495,0.089728686,0.838433032,True,,,
linear,3.963,0.766911626,0.089708328,0.838432336,True,,,
linear,3.96375,0.7669318025,0.08968797,0.8384316399999999,True,,,
linear,3.9645,0.766951979,0.08966761200000001,0.838430944,True,,,
linear,3.96525,0.7669721555,0.089647254,0.838430248,True,,,
linear,3.966,0.766992332,0.089626896,0.838429552,True,,,
linear,3.96675,0.7670125085,0.089606538,0.838428856,True,,,
linear,3.9675000000000002,0.767032685,0.08958618,0.83842816,True,,,
linear,3.9682500000000003,0.7670528615,0.089565822,0.838427464,True,,,
linear,3.969,0.767073038,0.089545464,0.8384267679999999,True,,,
linear,3.96975,0.7670932145,0.08952510600000001,0.838426072,True,,,
linear,3.9705,0.767113391,0.08950474800000001,0.838425376,True,,,
linear,3.97125,0.7671335675000001,0.08948439000000001,0.83842468,True,,,
linear,3.972,0.767153744,0.089464032,0.838423984,True,,,
linear,3.97275,0.7671739205,0.089443674,0.838423288,True,,,
linear,3.9735,0.767194097,0.089423316,0.838422592,True,,,
linear,3.97425,0.7672142735,0.089402958,0.8384218959999999,True,,,
linear,3.975,0.76723445,0.0893826,0.8384212,True,,,
linear,3.97575,0.7672546265,0.08936224200000001,0.838420504,True,,,
linear,3.9765,0.7672748030000001,0.089341884,0.8384198079999999,True,,,
linear,3.97725,0.7672949795,0.089321526,0.838419112,True,,,
linear,3.9779999999999998,0.767315156,0.08930116800000001,0.838418416,True,,,
linear,3.97875,0.7673353325,0.08928081000000002,0.83841772,True,,,
