seed,a,b,N,R,P,U
202602,0.2488920160974437,3.0,4.0,0.7306790395910802,0.13484849719643022,0.786933914198007
202602,0.20547757397822908,3.63674006225016,4.0,0.741049170253361,0.10269899787108691,0.7737344597110363
202602,0.227595954792372,4.5,4.0,0.7410930682550355,0.08553981103275471,0.7718154435762953
202602,0.23096374705107314,3.1136341183827025,4.0,0.7317623559108408,0.1258863406600809,0.7813097438500962
202602,0.2226936228962512,3.18637821429946,4.0,0.7329096622703285,0.12134599276866921,0.7789211434979527
202602,0.17557884138072463,4.5,4.0,0.7445677016172321,0.0822614558536158,0.7796712753892605
202602,0.14443278429357934,4.5,4.0,0.7486496362032222,0.08179090955463225,0.7892210949361292
202602,0.13443371052115263,4.5,4.0,0.7500426759640934,0.081637039404055,0.7923861098930948
202602,0.20901954115208596,3.4552393984129672,4.0,0.7377641302540308,0.10896865672774717,0.7739962389880041
202602,0.2168658528044824,3.5138898263744855,4.0,0.7383583472032207,0.10756171294920286,0.7725641593252971
202602,0.12822202592307935,4.5,4.0,0.7508990041948477,0.08151092252256409,0.794293141126383
202602,0.1405319838243288,4.5,4.0,0.7491934270446086,0.08173626182754057,0.7904646707623704
202602,0.1070446573158701,4.5,4.0,0.7536331128066832,0.08076939367110963,0.8000745789726632
202602,0.1557499790840862,4.5,4.0,0.7470920157387804,0.08193348285866933,0.7856133092432798
202602,0.12287607687080437,4.5,4.0,0.7516222451151717,0.08137531557173264,0.7958747842377115
202602,0.14894144315215108,4.5,4.0,0.7480239365383164,0.08184894097875606,0.7877792477748256
202602,0.2373631272747896,3.0341342314186193,4.0,0.7308744644203841,0.1309649003205792,0.78522093186979
202602,0.12481914675986407,4.499999999999999,4.0,0.7513612323126643,0.08142789847133772,0.7953074013515049
202602,0.22113761855486097,3.2129544773371674,4.0,0.7333287700424052,0.11994560660940243,0.77807101334521
202602,0.19412582195402217,4.5,4.0,0.7426597451922605,0.08287965321348198,0.775169149302759
202602,0.21449843451165865,3.5415853945110407,4.0,0.7389425453157433,0.1064145810856186,0.7726872928595904
202602,0.23027891560149977,3.097651072672245,4.0,0.7316073311685138,0.12660882067414753,0.7822134891539245
202602,0.2051429852554315,3.5886131603556453,4.0,0.7402737307242582,0.10417059968215267,0.7737625009737604
202602,0.1829185377142079,4.5,4.0,0.7437465622031689,0.08245612124616059,0.7777285100592787
202602,0.18515887189049604,4.5,4.0,0.7435119848218599,0.08252737549598133,0.7771741800506875
202602,0.2300762792141788,3.0711642660602125,4.0,0.7313486274529106,0.12795635352737597,0.7837147635261787
202602,0.11126736146458494,4.5,4.0,0.7531210012681767,0.08096608846709205,0.7990396865781574
202602,0.11555587236637412,4.5,4.0,0.7525812150641019,0.08113805767791482,0.7979204654591845
202602,0.11959108029695321,4.5,4.0,0.752057776364764,0.08127693323161334,0.7968119653309491
202602,0.21417557962407602,3.28759884832473,4.0,0.7347512648951973,0.11598023417058345,0.7765696245755412
202602,0.16965675469460828,4.5,4.0,0.7452815494548767,0.08214007926983988,0.7813590158987764
202602,0.10372666050935596,4.5,4.0,0.7540201886010094,0.08059393840618304,0.8008358196030395
202602,0.118818405336091,4.5,4.0,0.7521590552381814,0.08125194319341217,0.7970280484930727
202602,0.14915964676215018,4.5,4.0,0.7479937864312486,0.0818516655809349,0.787709500973553
202602,0.20815278585745833,3.4191223328294273,4.0,0.7372136012482351,0.11023623861532254,0.7746119150824111
202602,0.13789063900361842,4.5,4.0,0.7495617607821397,0.08169572433861005,0.7913013465817844
202602,0.21095510497928455,3.5634752934226768,4.0,0.7394975058798159,0.1054000240478303,0.7730268015660955
202602,0.2417515458560937,3.2747346454389685,4.0,0.7339483675138474,0.11997444678250961,0.7750001843299125
202602,0.15932358234314492,4.5,4.0,0.7466125047381196,0.08197982519344921,0.7844916246838308
