a,b,N,S1-A,S1-B,S2-A,S2-B,S3-A,S3-B,max_model_regret,mean_model_regret
0.136666666667,3.75,6.0,1.5793258778780672,1.5817408933232076,1.664196571285197,1.6834405497173075,1.8939176378571658,1.8949818477862648,0.6120783791913506,0.4785172341035424
0.136666666667,3.75,8.0,1.5758240187633747,1.8692612505482171,1.6599402505851955,2.013423169453545,1.8898729985931768,2.218626633071651,0.7598202801817961,0.6334080579648674
0.136666666667,3.75,10.0,1.5037359036353166,1.806946047292435,1.585753804583342,1.9505812021835753,1.8152593488969087,2.1545797907750104,0.6969783129118265,0.5650593540234388
0.136666666667,3.86875,2.0,1.984038093816757,1.9841177752186272,2.0709890906278954,2.0710657677339253,2.3048996670945807,2.3049718160357893,1.0167905951300402,0.8822637062169365
0.136666666667,3.86875,4.0,1.6905053487484933,1.6905837926367229,1.7763254134263038,1.7764008464023129,2.007094979370661,2.007165920375829,0.7232578500617767,0.5869293879557279
0.136666666667,3.86875,6.0,1.6173412185132618,1.618497017283745,1.7025070578367507,1.716714445492771,1.9326764618223249,1.933165366925842,0.6500937198265452,0.5157335991081234
0.136666666667,3.86875,8.0,1.62785237069449,1.907068643795905,1.7122577272382116,2.0514983938710056,1.9428320698254546,2.2571948917049087,0.7978955045992568,0.6787006873173368
0.136666666667,3.86875,10.0,1.5860995101984696,1.8502576838483824,1.6683923674543488,1.9942913936114932,1.8989253361862626,2.1987654757423516,0.7406885043397444,0.6283719656358921
0.136666666667,3.9875,2.0,2.03008149972731,2.030161199195613,2.1176598435822447,2.1177365555741785,2.3520855797500912,2.3521581192814245,1.062834001040593,0.9288971373141511
0.136666666667,3.9875,4.0,1.7204416099244197,1.7205202846203371,1.8066800124852074,1.8067555538724442,2.0377632395140335,2.037834282583406,0.7531941112377031,0.6172491682956488
0.136666666667,3.9875,6.0,1.647359243764408,1.649720917268104,1.7328501418173299,1.7513425031994048,1.9634030028374303,1.9647677003146051,0.6801117450776913,0.5471572559958878
0.136666666667,3.9875,8.0,1.6741792991095115,1.956264991848971,1.7589033922569934,2.1011635597278424,1.990041831463924,2.3074024790806265,0.8475606704560936,0.7269092633769855
0.136666666667,3.9875,10.0,1.6649218291802823,1.9065529198074234,1.7476547096278618,2.051082269294043,1.9791506328936133,2.2562225545727412,0.7974793800222943,0.6965141570250016
0.136666666667,4.10625,2.0,2.059734147628076,2.059813915299881,2.1478700699668876,2.147946740260937,2.382676686851922,2.382749253197088,1.0924866489413594,0.9590484733298061
0.136666666667,4.10625,4.0,1.736277820359597,1.7363565673096322,1.8228927589414936,1.8229683739739495,2.0542402832100493,2.054311522843967,0.7690303216728803,0.6334245589021221
0.136666666667,4.10625,6.0,1.6654707459935545,1.6730489291863033,1.7513794230569901,1.7833972761882477,1.9822281572328682,1.98887193860471,0.6982232473068378,0.5696494161727864
0.136666666667,4.10625,8.0,1.7108977498776925,2.008736731442867,1.795975677106417,2.1540466805169585,2.027618172102221,2.360975616962062,0.9004437912452097,0.7719584424637104
0.136666666667,4.10625,10.0,1.736361641252117,1.9677125987291233,1.8196893357335975,2.1127634120469336,2.0519809545437986,2.31868102095269,0.8591605227751848,0.7634481650053843
0.136666666667,4.225,2.0,2.0691646403891224,2.0692443931531552,2.157742022442751,2.1578187147648964,2.392835053569259,2.3929077040000903,1.1019171417024056,0.9688687591822198
0.136666666667,4.225,4.0,1.7340812851515008,1.7341601083208167,1.8212387958706924,1.821314830395579,2.0526705704729378,2.0527420716577645,0.7668337864647842,0.6316179481072227
0.136666666667,4.225,6.0,1.66786033552564,1.6875113525890042,1.7542601657297454,1.8093537393631476,1.9852175513326489,2.010885547657585,0.7006128368389234,0.5814314531619693
0.136666666667,4.225,8.0,1.7341517764978518,2.056370299313045,1.8196673394361396,2.2020468908332953,2.051668616327731,2.4096442990357283,0.9484440015615465,0.8078415413696393
0.136666666667,4.225,10.0,1.7966372618593094,2.0256337314225554,1.8805509304689958,2.171079516012218,2.113566913594241,2.377870868568709,0.9174766267404693,0.8231398747833456
0.136666666667,4.34375,2.0,2.054374751556506,2.0544544089678274,2.1436334186138932,2.143710262678954,2.3785713942423277,2.3786439602696094,1.0871272528697893,0.9544813705171937
0.136666666667,4.34375,4.0,1.710134831870628,1.710213558540165,1.7977161632208292,1.797792202835471,2.0289689211447626,2.029040427829146,0.7428873331839113,0.6078943553691745
0.136666666667,4.34375,6.0,1.65094877839967,1.692637425842362,1.7375860498876832,1.8251625496810155,1.9684585252423352,2.028341741620471,0.6837012797129532,0.5794391829079303
0.136666666667,4.34375,8.0,1.7400970987325919,2.091052132194956,1.826209298962362,2.237072225752633,2.0583275161134944,2.44520041876157,0.9834693364808842,0.828576452881942
0.136666666667,4.34375,10.0,1.8418420566176628,2.072219290275508,1.9263835223690127,2.2179379034179973,2.15994680748135,2.4255220911073114,0.9643350141462486,0.869558616340481
0.136666666667,4.4625,2.0,2.0118579557156093,2.011937208262204,2.1015057822989003,2.101582140505769,2.335945646583975,2.3360177218243297,1.0446104570288925,0.9120577469941386
0.136666666667,4.4625,4.0,1.6611362415028594,1.6612146532883758,1.7485441212679005,1.7486200284071438,1.979165933015845,1.979237346759181,0.6938887428161428,0.5585697251692251
0.136666666667,4.4625,6.0,1.6112124002552677,1.6814017074933658,1.6975275350681764,1.821868568612503,1.9279204179025486,2.025699123185566,0.643964901568551,0.556521629881912
0.136666666667,4.4625,8.0,1.7253806323090286,2.1048626982615675,1.8115956051046207,2.251161692611684,2.0448275961573925,2.459503493711422,0.9975588033399354,0.8284719574882934
0.136666666667,4.4625,10.0,1.868134520149815,2.0993637179328557,1.9534927447206827,2.2454910259116683,2.187294775583553,2.4534757459306977,0.9918881366399195,0.8967920928338863
0.1525,3.0375,2.0,1.4818460818195298,1.9938333270034354,1.5895578280138083,2.137727872398069,1.8483420800635788,2.3451144528742343,0.88412498312632,0.6616536114911167
0.1525,3.0375,4.0,1.3555629985878193,1.6647350084180357,1.4403160228941052,1.8060241036670641,1.6679326257197384,2.0097249611064045,0.5524212143953153,0.4196326245278687
0.1525,3.0375,6.0,1.3383364140211487,1.9166655186187438,1.4753548382037205,2.0599901494081845,1.7416726553847839,2.266732237542642,0.8063872601364357,0.5620419733255447
0.1525,3.0375,8.0,1.577890395888604,2.2663857675559793,1.7836581360302417,2.412317245891401,2.0421250840202956,2.623128065540592,1.158714356619652,0.8798341202835264
0.1525,3.0375,10.0,1.5422723385069343,2.2305422349802884,1.7481178027972697,2.3758935994782493,2.005979841014475,2.5859042284579035,1.1222907102065005,0.8437016786681942
0.1525,3.15625,2.0,1.5375618414438585,1.7893698951523276,1.6219969247761854,1.9325605517059707,1.85097367705448,2.13859454237753,0.678957662434222,0.5740929098807328
0.1525,3.15625,4.0,1.3773508062095166,1.465909409950132,1.4619311229142748,1.606222897974125,1.689078750122427,1.8085584328838993,0.4101033075227999,0.3304252411380699
0.1525,3.15625,6.0,1.3423456004886907,1.7194653817608256,1.4269729413308854,1.8622835815698613,1.6617502118845746,2.067551248265483,0.6086806922981125,0.442311498679061
0.1525,3.15625,8.0,1.3809377755632974,2.067844533425193,1.5882190341832079,2.213610509376614,1.8479459755768455,2.422564771879926,0.9600076201048651,0.6824371044631881
0.1525,3.15625,10.0,1.34025460352112,2.027224023551862,1.547940751183373,2.172655638355315,1.805260611951957,2.3805907870848766,0.9190527490835663,0.641237740403758
0.1525,3.275,2.0,1.603746485071346,1.649642514120171,1.6881731701600065,1.784714146956823,1.9178962207852943,1.9885391701280617,0.6364989863846294,0.5343686223326246
0.1525,3.275,4.0,1.4119758318338804,1.4125740192841378,1.4964073657027015,1.5047997501810213,1.7239813461010511,1.7241885305608544,0.44472833314716376,0.3079044784062819
0.1525,3.275,6.0,1.361635479740325,1.5818315695183658,1.4460664611190586,1.7239528357873324,1.6731302220675555,1.9269350712858537,0.4703499465155836,0.38117527771542264
0.1525,3.275,8.0,1.3171179486499784,1.9306018904918547,1.46996430672629,2.0755389662722354,1.739417134379187,2.2822018819554506,0.8219360770004867,0.5647236925415069
0.1525,3.275,10.0,1.2013427543961268,1.8867610578917537,1.4086566614651828,2.0313744239222022,1.669282027080098,2.2371133408867014,0.7777715346504535,0.5013383820693517
0.1525,3.39375,2.0,1.6764247896206326,1.6765044578906512,1.7610327362756357,1.761253574621746,1.9915789775720423,1.99165084045007,0.7091772909339159,0.571990900534137
0.1525,3.39375,4.0,1.4554329638144605,1.4555112590156678,1.5398431827242645,1.5399184833098736,1.7679358631160065,1.7680066807632604,0.48818546512774386,0.3500247432529297
0.1525,3.39375,6.0,1.392117128868907,1.4940519226336453,1.476429135817209,1.6354046413161643,1.7038905019106148,1.8370079740397816,0.42486963018219026,0.35206688856006113
0.1525,3.39375,8.0,1.3497096169791218,1.844779473875234,1.444951877326629,1.9890300717259204,1.7006354090339086,2.1942697314835864,0.7354271824541716,0.5161460345330742
0.1525,3.39375,10.0,1.1917818565305336,1.7996855849199207,1.3396799058977569,1.9435449421281785,1.608793137043652,2.1478414162817137,0.6899420528564297,0.43413781159596665
0.1525,3.5125,2.0,1.7516894186551577,1.751768812251992,1.8366342349289027,1.8367105461836724,2.0680221008006248,2.0680937117126192,0.784441919968441,0.6477364752178357
0.1525,3.5125,4.0,1.50380493908813,1.5038830037694848,1.5883370054438377,1.5884120802259782,1.8169954419945928,1.8170660469726985,0.5365574404014134,0.3986664240447945
0.1525,3.5125,6.0,1.429853420339012,1.462344666610036,1.514145407150111,1.5904890739241264,1.74207808279769,1.790228896824992,0.4626059216522954,0.35043992907000204
0.1525,3.5125,8.0,1.3930608359867958,1.8020063554931864,1.4767844448296945,1.9458799803151987,1.7122738515668154,2.1505570511381977,0.6922770910434499,0.5090104243506556
0.1525,3.5125,10.0,1.2570853686938306,1.7571647251351719,1.3508901476431594,1.900617538524256,1.6074130452573858,2.1044617002431463,0.6470146492525073,0.4251887587118324
0.1525,3.63125,2.0,1.825654567592762,1.8257338175479099,1.911070978703569,1.9111473053850383,2.143261202829589,2.1433326809818345,0.8584070689060453,0.7222834299691246
0.1525,3.63125,4.0,1.5532053990002457,1.5532833718114445,1.6379872653262983,1.6380622485667924,1.8672132235641088,1.8672837422278443,0.585957900313529,0.4484225462117964
0.1525,3.63125,6.0,1.4709088230551037,1.479112520560798,1.5553137065826408,1.5889471776600952,1.7837461055560802,1.7905298540290522,0.5036613243683871,0.37367636903630247
0.1525,3.63125,8.0,1.4420403235576003,1.7939064743754831,1.5257848799288212,1.937662373717147,1.7540756644680222,2.1421796811228453,0.6840594844453982,0.5281915706573272
0.1525,3.63125,10.0,1.3303253816593827,1.7509170396100906,1.4122157311885002,1.8942674376253297,1.6491284050210016,2.0978775179855953,0.6406645483535809,0.45137192331065745
0.1525,3.75,2.0,1.894436033863412,1.8945152347547087,1.9804796797035056,1.980555956418251,2.213414622541019,2.2134862564456528,0.9271885351766954,0.7917313017500991
0.1525,3.75,4.0,1.599750066776664,1.5998280499124684,1.6848923938365212,1.6849673847377529,1.9146423486518545,1.914712874386706,0.6325025680899473,0.49538219084600194
0.1525,3.75,6.0,1.5113990706866942,1.5129815613447237,1.5960324655796732,1.6115661489372142,1.8249477110130827,1.825425824974803,0.5441515719999775,0.40930880155170596
0.1525,3.75,8.0,1.4927185587706568,1.812326874004016,1.5766313655291917,1.956073069429741,1.8055532216941945,2.1608346167730534,0.7024701801579922,0.562939622162483
0.1525,3.75,10.0,1.407525328842926,1.7728101570868018,1.4895040395087373,1.9162044172258617,1.718151296403111,2.1200695819673907,0.6626015279541129,0.49962747463481216
0.1525,3.86875,2.0,1.9541992035826703,1.9542784765569532,2.040940424276563,2.041016708259077,2.2745263834423906,2.2745981627090126,0.9869517048959536,0.8521765642667853
0.1525,3.86875,4.0,1.639555334137099,1.6396334206629344,1.7251508224393837,1.7252258851442994,1.9553359580851268,1.9554065513072898,0.6723078354503823,0.5356346664250297
0.1525,3.86875,6.0,1.5474768344991792,1.548201378316905,1.6324001156060852,1.6438983005129564,1.8617360399959972,1.8618720535517603,0.5802293358124625,0.44484745820948807
0.1525,3.86875,8.0,1.5412391892928432,1.8488893589634476,1.6254223330956816,1.992906049966566,1.8549397416266635,2.1980821426055313,0.7393031606948173,0.6058298070541296
0.1525,3.86875,10.0,1.4847791509893997,1.8144074824671297,1.5670324207318336,1.9581427884848817,1.7962647474655087,2.16249163184927,0.7045398992131329,0.559436374793678
0.1525,3.9875,2.0,2.0011545878187342,2.0012338504914857,2.0885516091209904,2.088627922495764,2.3226573018577947,2.322729464729563,1.0339070891320175,0.899742460548063
0.1525,3.9875,4.0,1.6688462456511657,1.668924527159684,1.7548609825997614,1.7549361461918702,1.985347192691226,1.9854178808476037,0.701598746964449,0.5653055003192261
0.1525,3.9875,6.0,1.5752635395342278,1.576837380956924,1.6605150881267532,1.6758063369075182,1.8902226679488032,1.8910916008279126,0.6080160408475112,0.47387277351269735
0.1525,3.9875,8.0,1.5837423616719175,1.8954117252476939,1.6682562140931674,2.0398572937178967,1.898288365092727,2.2455490936825173,0.7862544044461479,0.6507675133799941
0.1525,3.9875,10.0,1.558227661924228,1.8675607927663778,1.6408993063226662,2.011787752208306,1.871024043756892,2.2167284464921635,0.7581848629365571,0.6232880050407796
0.1525,4.10625,2.0,2.0314445973854154,2.0315239386191326,2.1194183974960135,2.1194946578878184,2.353909236731633,2.35398141536577,1.0641970986986986,0.930545378376638
0.1525,4.10625,4.0,1.683746772176042,1.683825111619492,1.7701521030374354,1.770227326945733,2.0008892288926075,2.0009601003606168,0.7164992734893253,0.5805501116343285
0.1525,4.10625,6.0,1.590876512595838,1.5966660326077122,1.6765495162500268,1.704211233613819,1.9065020909184531,1.9112840600768672,0.6236290139091213,0.49326491213946017
0.1525,4.10625,8.0,1.6163777290931056,1.9437804095922062,1.7012314399865265,2.0886250799708215,1.931746591703187,2.2949250257154032,0.8350221906990727,0.6916977171392157
0.1525,4.10625,10.0,1.6240055304859216,1.9241564591628604,1.7072094218474045,2.0688417138506634,1.9381164102216675,2.274510019582583,0.8152388245789146,0.6850565969875242
0.1525,4.225,2.0,2.041234219145828,2.0413135267591365,2.129658360172738,2.1297346247334437,2.3644418862825045,2.364514131746294,1.0739867204591111,0.940732795935665
0.1525,4.225,4.0,1.6803326537475696,1.6804110485919663,1.7672902100544865,1.7673658318354077,1.9981011844278318,1.9981722978494454,0.7130851550608529,0.577528875546792
0.1525,4.225,6.0,1.5904770233364887,1.6060483868444506,1.67664524722914,1.7247521006281483,1.9066888379101634,1.9254562287225878,0.623229524649772,0.5005946419075039
0.1525,4.225,8.0,1.635258932531047,1.985881848732435,1.7205677464805333,2.1310500620107264,1.9514626193854787,2.33793288477803,0.8774471727389777,0.7226090201153825
0.1525,4.225,10.0,1.6783677701370532,1.9761016052244345,1.7621023753374283,2.1210903968527592,1.993668629347566,2.3275663448070385,0.8674875075810105,0.7387328580800542
0.1525,4.34375,2.0,2.026519439107012,2.0265986262272295,2.1156415578477907,2.115717948892464,2.350263807090551,2.350335945411419,1.0592719404202953,0.9264295585584184
0.1525,4.34375,4.0,1.6549130355569812,1.6549913079112302,1.7422704061190795,1.7423460069101995,1.9728818856617083,1.972952980030519,0.6876655368702645,0.5523092748272936
0.1525,4.34375,6.0,1.5705281684472874,1.6042818763600342,1.6568902907642302,1.7333466538588054,1.8868100933764314,1.9347197241144989,0.6032806697605707,0.493346138949222
0.1525,4.34375,8.0,1.6366130092775344,2.01361588876058,1.7224430578959593,2.1591584546997846,1.9543553426881317,2.3664562467478722,0.9055555654280358,0.7376903378073179
0.1525,4.34375,10.0,1.71732876094608,2.015271757552293,1.8016724615249855,2.1606217988335232,2.033752252371506,2.367627415852042,0.9070189095617744,0.7782957456424126
0.1525,4.4625,2.0,1.9838164813204409,1.9838952342997855,2.0733168777341655,2.0733927546805893,2.3074453494994227,2.307516970496443,1.016568982633724,0.8838139491341485
0.1525,4.4625,4.0,1.604165777000046,1.6042436305161574,1.691338369169057,1.6914138058356973,1.9212726589655291,1.9213436300103572,0.6369182783133293,0.5012129830451482
0.1525,4.4625,6.0,1.527490826867967,1.5835450350932363,1.6134950498869869,1.7211631592631689,1.8428636784639159,1.923930035456819,0.5602433281812503,0.46433130196768974
0.1525,4.4625,8.0,1.617025404658464,2.019187893290767,1.702876870505896,2.1648123893496427,1.9384877504922011,2.372306662590841,0.9112095000778939,0.731366166276976
0.1525,4.4625,10.0,1.7371898398975625,2.0336581023805604,1.8223047934758583,2.1793503315964524,2.0544824696960298,2.386631244402068,0.9257474423247036,0.7978528013704294
0.168333333333,3.0375,2.0,1.435212785447104,1.865229953657327,1.5248554819250126,2.0082637075374374,1.770214030147956,2.2144158098136812,0.7546608182656886,0.5652819658837606
0.168333333333,3.0375,4.0,1.300502671304554,1.543022543127413,1.3849904455332631,1.6835013308646052,1.6112585167252047,1.8860027068181127,0.4298984415928564,0.3304630401911996
0.168333333333,3.0375,6.0,1.2768358129390889,1.8075284781071739,1.390108096505717,1.9501323675388489,1.6520917012807312,2.1558429959278946,0.6965294782671001,0.46767324651224995
0.168333333333,3.0375,8.0,1.490219033889176,2.175516679808484,1.6952310421608898,2.3209183442451358,1.9525856942806916,2.530928460500675,1.067315454973387,0.7898165469431829
0.168333333333,3.0375,10.0,1.477705240656616,2.163672023924342,1.6830430918604584,2.3086756775738353,1.9401627103533725,2.5182508838941016,1.0550727883020865,0.7775016091727952
0.168333333333,3.15625,2.0,1.4941623169365323,1.6706683838524177,1.5782623461843954,1.8130797476074678,1.80674962371779,2.017732750044407,0.559476858335719,0.4923591991861758
0.168333333333,3.15625,4.0,1.3239221191456283,1.364416155355436,1.4082501102134477,1.495013374491266,1.6347636159071137,1.6955119167520079,0.35667462045891163,0.24922955310649073
0.168333333333,3.15625,6.0,1.2811456337543157,1.6192845009705257,1.3655455843709308,1.7614731059357025,1.593586344768653,1.965544324244474,0.5078702166639537,0.3600132534697744
0.168333333333,3.15625,8.0,1.3023271598809951,1.9855703241691551,1.5079599415270668,2.1307447897922858,1.7675376670160432,2.3387702178669008,0.877141900520537,0.6010683545044152
0.168333333333,3.15625,10.0,1.2835506976624262,1.9683540417370495,1.4906585038828533,2.1134379739822964,1.747410301908392,2.32086522698112,0.8598350847105476,0.5829627954880303
0.168333333333,3.275,2.0,1.563261758396256,1.574958037772055,1.6473905714605261,1.6878646354372682,1.876654935284679,1.8912777335087143,0.5960142597095394,0.4691512831055906
0.168333333333,3.275,4.0,1.3599000689209293,1.3599783028146768,1.4440856427271216,1.4441775883721917,1.6710361775077964,1.6711069440271418,0.39265257023421263,0.2539641251906504
0.168333333333,3.275,6.0,1.3002017908330297,1.4891143873862396,1.3844186378171146,1.630467753329414,1.6107214104464385,1.8323540544513404,0.3768648640576653,0.3034630101729369
0.168333333333,3.275,8.0,1.2480066074138183,1.8552596687655063,1.39792241056208,1.9995696084381365,1.666350528219346,2.205355968562075,0.7459667191663877,0.4909941364558345
0.168333333333,3.275,10.0,1.1494208794645815,1.8344829946552492,1.357868519063038,1.978697524474696,1.6163067055018805,2.1838591548357478,0.7250946352029473,0.44902263412820637
0.168333333333,3.39375,2.0,1.638570847346723,1.6386500528379915,1.7229294029759346,1.7230055365455557,1.953036046984463,1.9531074916819973,0.6713233486600064,0.533799900857785
0.168333333333,3.39375,4.0,1.4044147167213752,1.4044925729692677,1.4885954745391603,1.488670352214926,1.7160720732722146,1.7161424932690605,0.4371672180346585,0.29864795162667485
0.168333333333,3.39375,6.0,1.3301547025484526,1.4077730386421416,1.4142716547443577,1.547831820430518,1.640961012721396,1.7484506741675245,0.3629072038617359,0.2771571550047392
0.168333333333,3.39375,8.0,1.279000900063153,1.774790672884681,1.3744770460659483,1.918484388896522,1.6299288358655086,2.1229796543819557,0.6648814996247732,0.44552692082196893
0.168333333333,3.39375,10.0,1.118323428780704,1.7522947292558064,1.2864587627284272,1.8958097119357409,1.5535344382513236,2.0996480093407195,0.6422068226639921,0.37992818451112775
0.168333333333,3.5125,2.0,1.7161825109767213,1.7162614654182882,1.800901404319428,1.8009772929724284,2.0318712830888397,2.031942497280988,0.7489350122900046,0.6119394134717896
0.168333333333,3.5125,4.0,1.4535581160565119,1.453635763341998,1.537878037114442,1.5379527099548167,1.7659244440276693,1.7659946710188679,0.4863106173697952,0.34807396138139174
0.168333333333,3.5125,6.0,1.3670855527678358,1.3887967399821373,1.451192993371584,1.5105816085434762,1.6783393291677724,1.7083241598241066,0.39983805408111917,0.2796367350718262
0.168333333333,3.5125,8.0,1.3199666909750205,1.735971322805407,1.4035424849339149,1.8793428714395117,1.6403197422684432,2.0832955169302974,0.6257399821677629,0.4393231093544399
0.168333333333,3.5125,10.0,1.1757455092864044,1.7132790705837648,1.282036595775472,1.856411183454822,1.546905113748095,2.0598057669072762,0.6028082941830732,0.36794721108831324
0.168333333333,3.63125,2.0,1.7922106900650476,1.7922895180674556,1.8774051209333498,1.8774808853571916,2.1092139211020697,2.1092850182042335,0.824963191378331,0.6885641967505656
0.168333333333,3.63125,4.0,1.503445990152192,1.5035235607037882,1.5880318298471958,1.5881064635809259,1.8166464306014585,1.81671658513457,0.5361984914654753,0.39832848113236247
0.168333333333,3.63125,6.0,1.4070515051275327,1.4107639196047481,1.4912810851636669,1.5142931122136016,1.7189095006128698,1.7206145847716505,0.4398040064408161,0.3060689557113524
0.168333333333,3.63125,8.0,1.3662559621822343,1.7303959128723416,1.449879039831211,1.8736526322148346,1.6775765185350933,2.077491699641758,0.6200497429430858,0.4581252986752529
0.168333333333,3.63125,10.0,1.2447127612667956,1.7090812219598621,1.3304325793129368,1.852100567693938,1.5787446769810884,2.055316405066459,0.5984976784221891,0.3906480398425208
0.168333333333,3.75,2.0,1.8627711820416701,1.8628499717617975,1.9486155173977278,1.9486913979874918,2.181168790669767,2.181240190316235,0.8955236833549535,0.7598061794914557
0.168333333333,3.75,4.0,1.5501940622342718,1.5502716518255608,1.6351553991130732,1.635230049203666,1.864291173820881,1.8643613434741744,0.5829465635475551,0.44550061774094535
0.168333333333,3.75,6.0,1.4461682932970588,1.4466059926806123,1.5306343615854843,1.5399535704894871,1.758724667883984,1.758796050076905,0.4789207946103421,0.34239716046459606
0.168333333333,3.75,8.0,1.413981833913143,1.7498860545178583,1.4977763702949818,1.8931486018189685,1.7256878044352981,2.0972202484016176,0.6395457125472197,0.49186682335931864
0.168333333333,3.75,10.0,1.3173480290889863,1.731561076012529,1.3993960523663858,1.8746466324135345,1.634244843615283,2.0780935222109025,0.6210437431417857,0.4347983637469443
0.168333333333,3.86875,2.0,1.9240200449364062,1.9240989107651996,2.0105940529378685,2.0106699452821113,2.2438196294787964,2.243891040049037,0.9567725462496895,0.8217656083705772
0.168333333333,3.86875,4.0,1.589922961677299,1.5900006458253495,1.6753464240684945,1.6754211106836154,1.9049118145132355,1.9049820538956879,0.6226754629905823,0.48568083957295444
0.168333333333,3.86875,6.0,1.4805841913717095,1.4809475612580085,1.5653512541019112,1.572470340703576,1.793837971808415,1.7939094691735964,0.5133366926849928,0.3767668025318769
0.168333333333,3.86875,8.0,1.4592691267141562,1.7860808408698456,1.5433329077901021,1.9296062826441431,1.7717972429917168,2.1340704463876623,0.6760033933723943,0.5329428123619452
0.168333333333,3.86875,10.0,1.3897724221766883,1.772324998604259,1.4721063309567293,1.9157255855286255,1.7020268210387022,2.119646061379313,0.6621226962568767,0.490850374409727
0.168333333333,3.9875,2.0,1.9721722611964716,1.9722511148823554,2.0594377512839688,2.0595136713228994,2.29318795468747,2.2932597453931423,1.0049247625097548,0.8705537542567253
0.168333333333,3.9875,4.0,1.6188493156269366,1.6189272012481717,1.7047042243455022,1.704779008114387,1.9345614935058224,1.9346318242571192,0.6516018169402199,0.5149921823119973
0.168333333333,3.9875,6.0,1.5064303596788864,1.5070663506449682,1.591530194177825,1.6018647454346717,1.8203632168685904,1.8204865712977414,0.5391828609921697,0.40354024414612133
0.168333333333,3.9875,8.0,1.4982607765727218,1.830806435066083,1.5826470837814495,1.9747200677961703,1.8115801982091364,2.1796863062338927,0.7211171785244215,0.5752001490722497
0.168333333333,3.9875,10.0,1.458113379127761,1.8232158210887677,1.5408698389800384,1.9670620649970116,1.770034561668191,2.171556736206703,0.7134591757252629,0.5507254048070861
0.168333333333,4.10625,2.0,2.003384967669788,2.0034638913150986,2.091247574905087,2.0913234344006364,2.32539619532266,2.3254679943286174,1.0361374689830711,0.9022973474526553
0.168333333333,4.10625,4.0,1.6331261211042358,1.6332040545076383,1.71935242249069,1.7194272568869948,1.9494761333655377,1.949547123501453,0.6658786224175192,0.529605523105099
0.168333333333,4.10625,6.0,1.5198543403252271,1.52302176517897,1.6053484687384716,1.6257572094159054,1.8343923788369625,1.836524926090564,0.5526068416385105,0.41973318589335756
0.168333333333,4.10625,8.0,1.5271013890758793,1.8759492738420216,1.6118173297339007,2.0202164436456638,1.841206419242471,2.2257544583817728,0.766613554373915,0.612590890115959
0.168333333333,4.10625,10.0,1.518534312325854,1.876122012193766,1.6017850079011917,2.020373022103092,1.8314036195118097,2.225555540379584,0.7667701328313432,0.607878923531557
0.168333333333,4.225,2.0,2.013824513042703,2.01390338830048,2.102139865919588,2.102215715436912,2.336581661006888,2.336653513060289,1.0465770143559863,0.9131364472568174
0.168333333333,4.225,4.0,1.6287852140685213,1.6288631860000509,1.7155747669462367,1.7156499814333397,1.9457384410595457,1.9458091712793144,0.6615377153818046,0.5256534645935088
0.168333333333,4.225,6.0,1.516965444478192,1.5274597270073282,1.6029513563675164,1.6410434769612041,1.8320742567300812,1.8428376927013461,0.5497179457914753,0.42280533016995214
0.168333333333,4.225,8.0,1.5418735679776414,1.913395793933113,1.6270757760900803,2.0579824140099765,1.8574117293767713,2.264032888317953,0.8043795247382277,0.6392120327465968
0.168333333333,4.225,10.0,1.5672349512637562,1.9229448533402622,1.650950269185063,2.067494578248931,1.8811762632645594,2.2733724675844673,0.8138916889771821,0.656112234943514
0.168333333333,4.34375,2.0,1.9994756364108217,1.9995543699806417,2.0884870332452987,2.088562987648247,2.3227846404400085,2.322856366205205,1.032228137724105,0.899203510117378
0.168333333333,4.34375,4.0,1.6021432203871437,1.602221047332172,1.6893498701119671,1.6894250413358658,1.919296965100322,1.919367655293887,0.6348957217004271,0.49921730438923384
0.168333333333,4.34375,6.0,1.4942098463390348,1.5183070600298523,1.5804076376664387,1.6426659634380445,1.8093712659977805,1.8423220680081962,0.5269623476523181,0.41013064470889865
0.168333333333,4.34375,8.0,1.5389009340839281,1.9350955599782684,1.6245442386573308,2.080014379842254,1.8578547056760994,2.286360372189303,0.8264114905705051,0.649378369533538
0.168333333333,4.34375,10.0,1.600242891753153,1.955562704388426,1.6845718443359077,2.1004844699446155,1.9152723647871768,2.306792568361205,0.8468815806728667,0.6894044783907548
0.168333333333,4.4625,2.0,1.9568228952384066,1.9569011686871416,2.046263287591494,2.0463387034219376,2.2800351500158027,2.2801063351859887,0.9895753965516899,0.8566612611524693
0.168333333333,4.4625,4.0,1.5498857719504526,1.549963224549746,1.6369396989973857,1.637014678135699,1.8661966305064412,1.8662668386002526,0.582638273263736,0.4466278115856703
0.168333333333,4.4625,6.0,1.4481150924145132,1.4894809602908268,1.5339386449513945,1.6221600237749967,1.7623120157573844,1.823244651129715,0.4808675937277965,0.3754585691821459
0.168333333333,4.4625,8.0,1.5147144043866034,1.9331757783798187,1.600295243180276,2.0781606810178954,1.8390793444597633,2.284599477348475,0.8245577917461466,0.6372541592578127
0.168333333333,4.4625,10.0,1.6139326257226403,1.9660544092681298,1.6989321498343857,2.111252998726143,1.9296769588544673,2.3176919597760945,0.8576501094543942,0.7018401881593176
0.184166666667,3.0375,2.0,1.3900147908906664,1.7396057220471344,1.4739640464710957,1.8818386895918202,1.7062368623919828,2.0868061144329775,0.6282358003200714,0.4753277087666203
